symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2020-01-08,1306.75,1300.00,1318.00,1285.05,1307.40,1310.70,1300.71,16798,218.49,2054,7900,47.03
ADANIPORTS,EQ,2020-01-08,384.80,379.00,387.60,378.25,385.40,385.65,383.67,4620991,17729.22,37166,1442143,31.21
BEL,EQ,2020-01-08,96.35,95.05,97.15,94.45,95.40,95.45,95.50,6808103,6501.48,31312,2813105,41.32
BOSCHLTD,EQ,2020-01-08,14828.00,14742.00,14745.20,14505.70,14530.00,14527.40,14593.70,10878,1587.50,3921,2875,26.43
CUMMINSIND,EQ,2020-01-08,573.55,567.85,582.70,564.25,578.55,578.40,576.67,574685,3314.01,19821,222649,38.74
DIXON,EQ,2020-01-08,4235.05,4199.00,4254.00,4088.30,4130.00,4142.55,4162.60,155457,6471.06,21979,71152,45.77
DLF,EQ,2020-01-08,225.50,217.30,228.30,217.30,227.10,227.65,223.71,6320990,14140.51,36825,1121011,17.73
DMART,EQ,2020-01-08,1815.75,1793.00,1837.05,1785.10,1831.00,1829.05,1817.10,352087,6397.77,28612,125667,35.69
HAL,EQ,2020-01-08,734.90,723.80,747.00,722.00,735.00,735.55,736.12,7930,58.37,738,5167,65.16
HINDALCO,EQ,2020-01-08,208.85,206.00,208.65,204.50,207.00,207.40,206.57,12470053,25758.78,65064,6057097,48.57
INDHOTEL,EQ,2020-01-08,140.90,140.00,140.25,137.40,139.00,139.20,138.87,1191802,1655.05,13325,769830,64.59
INDIGO,EQ,2020-01-08,1364.05,1326.05,1368.00,1320.00,1355.25,1353.10,1350.93,1793942,24234.86,46081,589396,32.85
LT,EQ,2020-01-08,1320.50,1302.00,1308.70,1283.35,1291.50,1291.55,1294.04,4147568,53671.15,145613,1879175,45.31
MANAPPURAM,EQ,2020-01-08,174.55,173.00,176.60,172.05,176.00,176.15,174.44,1998899,3486.90,12029,318322,15.92
MARUTI,EQ,2020-01-08,7073.60,7060.00,7116.65,6980.45,7035.00,7035.20,7034.09,793313,55802.33,54674,254739,32.11
PGEL,EQ,2020-01-08,56.45,55.15,57.50,54.95,55.55,55.35,55.82,78226,43.67,364,56996,72.86
SBIN,EQ,2020-01-08,318.40,312.10,321.50,311.00,319.35,319.80,315.88,44527485,140652.53,259968,5957208,13.38
SBIN,N2,2020-01-08,11106.87,11150.00,11179.99,11101.00,11174.00,11174.00,11129.89,75,8.35,11,54,72.00
SBIN,N5,2020-01-08,11351.22,11300.00,11399.00,11300.00,11350.00,11356.94,11361.65,273,31.02,45,270,98.90
SUZLON,EQ,2020-01-08,3.50,3.45,3.45,3.15,3.15,3.15,3.22,48530182,1561.49,9409,23218837,47.84
TRENT,EQ,2020-01-08,532.95,526.60,534.55,521.40,532.00,531.95,530.30,163181,865.34,11475,109250,66.95
