symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2024-05-08,7186.80,6888.45,0.0424,0.0201,0.0203,0.3878
ADANIPORTS,2024-05-08,1277.25,1287.65,-0.0081,0.0236,0.0235,0.4490
BEL,2024-05-08,231.60,227.40,0.0183,0.0187,0.0187,0.3573
BOSCHLTD,2024-05-08,30047.75,29607.65,0.0148,0.0144,0.0144,0.2751
CUMMINSIND,2024-05-08,3444.55,3372.30,0.0212,0.0169,0.0170,0.3248
DIXON,2024-05-08,8412.05,8303.85,0.0129,0.0216,0.0215,0.4108
DLF,2024-05-08,852.50,855.95,-0.0040,0.0195,0.0194,0.3706
DMART,2024-05-08,4806.95,4660.40,0.0310,0.0149,0.0150,0.2866
HAL,2024-05-08,3856.60,3714.95,0.0374,0.0201,0.0202,0.3859
HINDALCO,2024-05-08,633.50,620.20,0.0212,0.0201,0.0201,0.3840
INDHOTEL,2024-05-08,563.55,566.10,-0.0045,0.0182,0.0182,0.3477
INDIGO,2024-05-08,4075.65,3948.65,0.0317,0.0181,0.0182,0.3477
LT,2024-05-08,3486.80,3427.80,0.0171,0.0139,0.0140,0.2675
MANAPPURAM,2024-05-08,180.00,185.65,-0.0309,0.0243,0.0243,0.4643
MARUTI,2024-05-08,12543.50,12364.05,0.0144,0.0133,0.0133,0.2541
PAYTM,2024-05-08,317.15,333.85,-0.0513,0.0373,0.0374,0.7145
PGEL,2024-05-08,2040.25,2035.70,0.0022,0.0274,0.0273,0.5216
SBIN,2024-05-08,810.80,801.90,0.0110,0.0152,0.0152,0.2904
SUZLON,2024-05-08,39.95,39.75,0.0050,0.0333,0.0332,0.6343
TRENT,2024-05-08,4498.60,4503.95,-0.0012,0.0208,0.0207,0.3955
