symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2018-06-11,36180,11701,32.34
ADANIPORTS,EQ,2018-06-11,2030226,670564,33.03
BEL,EQ,2018-06-11,2063887,623815,30.23
BOSCHLTD,EQ,2018-06-11,15036,6012,39.98
CUMMINSIND,EQ,2018-06-11,151465,67583,44.62
DIXON,EQ,2018-06-11,77148,22856,29.63
DLF,EQ,2018-06-11,4066622,658385,16.19
DMART,EQ,2018-06-11,846296,297911,35.20
HAL,EQ,2018-06-11,14867,9608,64.63
HINDALCO,EQ,2018-06-11,5187556,2213947,42.68
INDHOTEL,EQ,2018-06-11,644107,399955,62.09
INDIGO,EQ,2018-06-11,476126,214685,45.09
LT,EQ,2018-06-11,1417401,849098,59.91
MANAPPURAM,EQ,2018-06-11,1862060,652126,35.02
MARUTI,EQ,2018-06-11,337828,180719,53.49
PGEL,EQ,2018-06-11,15482,7236,46.74
SBIN,EQ,2018-06-11,18219428,5439236,29.85
SBIN,N2,2018-06-11,9,9,100.00
SBIN,N5,2018-06-11,906,901,99.45
SUZLON,EQ,2018-06-11,32204696,5825170,18.09
TRENT,EQ,2018-06-11,75943,52942,69.71
