symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2013-05-29,676.80,680.90,-0.0060,0.0429,,0.7948
ADANIPORTS,2013-05-29,153.50,157.85,-0.0279,0.0260,,0.4986
BEL,2013-05-29,1284.50,1291.80,-0.0057,0.0183,,0.3401
BOSCHLTD,2013-05-29,9082.05,9043.40,0.0043,0.0074,,0.1395
CUMMINSIND,2013-05-29,461.90,469.05,-0.0154,0.0146,,0.2789
DLF,2013-05-29,210.50,213.90,-0.0160,0.0292,,0.5464
HINDALCO,2013-05-29,110.15,110.05,0.0009,0.0166,,0.3076
INDHOTEL,2013-05-29,52.80,53.50,-0.0132,0.0148,,0.2808
LT,2013-05-29,1446.20,1454.85,-0.0060,0.0256,,0.4757
MANAPPURAM,2013-05-29,17.20,16.90,0.0176,0.0394,,0.7336
MARUTI,2013-05-29,1634.15,1655.10,-0.0127,0.0185,,0.3477
PGEL,2013-05-29,62.95,64.10,-0.0181,0.0345,,0.6438
SBIN,2013-05-29,2106.30,2129.80,-0.0111,0.0240,,0.4471
SUZLON,2013-05-29,13.20,13.35,-0.0113,0.0262,,0.4891
TRENT,2013-05-29,1079.95,1080.60,-0.0006,0.0146,,0.2713
