symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2016-11-01,1098.10,1099.10,-0.0009,0.0136,,0.2522
ADANIPORTS,2016-11-01,305.15,305.30,-0.0005,0.0307,,0.5693
BEL,2016-11-01,1330.20,1327.45,0.0021,0.0135,,0.2503
BOSCHLTD,2016-11-01,22314.20,21876.20,0.0198,0.0121,,0.2426
CUMMINSIND,2016-11-01,852.75,855.65,-0.0034,0.0149,,0.2770
DLF,2016-11-01,149.55,150.25,-0.0047,0.0262,,0.4853
HINDALCO,2016-11-01,156.95,149.75,0.0470,0.0202,,0.4337
INDHOTEL,2016-11-01,117.05,117.80,-0.0064,0.0213,,0.3955
INDIGO,2016-11-01,940.20,938.35,0.0020,0.0128,,0.2369
LT,2016-11-01,1463.15,1475.25,-0.0082,0.0122,,0.2293
MANAPPURAM,2016-11-01,102.70,102.70,0.0000,0.0279,,0.5177
MARUTI,2016-11-01,5878.10,5896.15,-0.0031,0.0110,,0.2044
PGEL,2016-11-01,181.05,185.45,-0.0240,0.0345,,0.6496
SBIN,2016-11-01,258.95,257.60,0.0052,0.0145,,0.2694
SUZLON,2016-11-01,15.10,15.40,-0.0197,0.0210,,0.3993
TRENT,2016-11-01,207.35,204.30,0.0148,0.0162,,0.3076
