symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2011-02-01,86793,18413,21.21
BEL,EQ,2011-02-01,33244,20058,60.34
BOSCHLTD,EQ,2011-02-01,2002,1726,86.21
CUMMINSIND,EQ,2011-02-01,204664,145682,71.18
DLF,EQ,2011-02-01,11650905,2897548,24.87
HINDALCO,EQ,2011-02-01,8599323,2696133,31.35
INDHOTEL,EQ,2011-02-01,3822271,2971420,77.74
INDHOTEL,N4,2011-02-01,376,70,18.62
LT,EQ,2011-02-01,2758359,1411161,51.16
MANAPPURAM,EQ,2011-02-01,890060,487905,54.82
MARUTI,EQ,2011-02-01,331423,141941,42.83
SBIN,EQ,2011-02-01,2678652,1133195,42.30
SBIN,N1,2011-02-01,103,91,88.35
SBIN,N2,2011-02-01,244,234,95.90
SUZLON,EQ,2011-02-01,14040872,2565978,18.28
TRENT,EQ,2011-02-01,6249,4697,75.16
TRENT,Q2,2011-02-01,34,34,100.00
