symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2019-03-26,1330.95,1334.65,-0.0028,0.0117,,0.2178
ADANIPORTS,2019-03-26,368.60,361.35,0.0199,0.0224,,0.4260
BEL,2019-03-26,92.40,91.80,0.0065,0.0248,,0.4604
BOSCHLTD,2019-03-26,18182.60,18182.60,0.0000,0.0137,,0.2541
CUMMINSIND,2019-03-26,727.75,719.40,0.0115,0.0195,,0.3649
DIXON,2019-03-26,2395.35,2374.85,0.0086,0.0183,,0.3420
DLF,2019-03-26,196.55,189.25,0.0378,0.0268,,0.5273
DMART,2019-03-26,1477.95,1471.20,0.0046,0.0160,,0.2980
HAL,2019-03-26,722.00,712.85,0.0128,0.0182,,0.3420
HINDALCO,2019-03-26,208.50,205.45,0.0147,0.0160,,0.3038
INDHOTEL,2019-03-26,150.75,148.25,0.0167,0.0171,,0.3267
INDIGO,2019-03-26,1423.15,1384.45,0.0276,0.0272,,0.5197
LT,2019-03-26,1372.80,1376.75,-0.0029,0.0135,,0.2503
MANAPPURAM,2019-03-26,119.65,118.25,0.0118,0.0210,,0.3936
MARUTI,2019-03-26,6585.70,6522.60,0.0096,0.0153,,0.2866
PGEL,2019-03-26,85.55,90.65,-0.0579,0.0470,,0.9113
SBIN,2019-03-26,303.50,294.00,0.0318,0.0135,,0.2904
SUZLON,2019-03-26,6.65,6.45,0.0305,0.0742,,1.3813
TRENT,2019-03-26,374.80,360.40,0.0392,0.0209,,0.4280
