symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2019-04-26,73873,42227,57.16
ADANIPORTS,EQ,2019-04-26,1681376,716120,42.59
BEL,EQ,2019-04-26,7112723,2361475,33.20
BOSCHLTD,EQ,2019-04-26,5333,2443,45.81
CUMMINSIND,EQ,2019-04-26,230789,82057,35.55
DIXON,EQ,2019-04-26,7142,4584,64.18
DLF,EQ,2019-04-26,15119128,8215756,54.34
DMART,EQ,2019-04-26,828440,501805,60.57
HAL,EQ,2019-04-26,9810,5009,51.06
HINDALCO,EQ,2019-04-26,7452786,2671803,35.85
INDHOTEL,EQ,2019-04-26,518040,333949,64.46
INDIGO,EQ,2019-04-26,1278245,187280,14.65
LT,EQ,2019-04-26,1767153,1082341,61.25
MANAPPURAM,EQ,2019-04-26,1818807,371793,20.44
MARUTI,EQ,2019-04-26,1999920,732024,36.60
PGEL,EQ,2019-04-26,54995,21760,39.57
SBIN,EQ,2019-04-26,14987906,5049902,33.69
SBIN,N2,2019-04-26,60,60,100.00
SBIN,N5,2019-04-26,409,407,99.51
SBIN,N6,2019-04-26,2,2,100.00
SUZLON,EQ,2019-04-26,55267106,10579955,19.14
TRENT,EQ,2019-04-26,149775,124753,83.29
