symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2019-04-11,60678,16081,26.50
ADANIPORTS,EQ,2019-04-11,1621369,629047,38.80
BEL,EQ,2019-04-11,17808454,9513534,53.42
BOSCHLTD,EQ,2019-04-11,9027,4378,48.50
CUMMINSIND,EQ,2019-04-11,322924,142030,43.98
DIXON,EQ,2019-04-11,26959,25800,95.70
DLF,EQ,2019-04-11,20379941,5470334,26.84
DMART,EQ,2019-04-11,735838,258704,35.16
HAL,EQ,2019-04-11,20029,6144,30.68
HINDALCO,EQ,2019-04-11,5920717,2398564,40.51
INDHOTEL,EQ,2019-04-11,632103,406379,64.29
INDIGO,EQ,2019-04-11,1080701,361395,33.44
LT,EQ,2019-04-11,3110225,2101883,67.58
MANAPPURAM,EQ,2019-04-11,13849103,2745800,19.83
MANAPPURAM,NM,2019-04-11,35,35,100.00
MARUTI,EQ,2019-04-11,609539,256379,42.06
PGEL,EQ,2019-04-11,57726,34895,60.45
SBIN,EQ,2019-04-11,14897935,2869361,19.26
SBIN,N2,2019-04-11,609,609,100.00
SBIN,N5,2019-04-11,568,537,94.54
SBIN,N6,2019-04-11,50,50,100.00
SUZLON,EQ,2019-04-11,37075826,6455304,17.41
TRENT,EQ,2019-04-11,67703,46989,69.40
