symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2024-07-29,207473,85643,41.28
ADANIPORTS,EQ,2024-07-29,1928637,835960,43.34
BEL,EQ,2024-07-29,51391698,17268290,33.60
BOSCHLTD,EQ,2024-07-29,19618,7009,35.73
CUMMINSIND,EQ,2024-07-29,667727,312920,46.86
DIXON,EQ,2024-07-29,459091,124601,27.14
DLF,EQ,2024-07-29,8358895,2800193,33.50
DMART,EQ,2024-07-29,206613,104386,50.52
HAL,EQ,2024-07-29,2448415,1077857,44.02
HINDALCO,EQ,2024-07-29,6032470,3905818,64.75
INDHOTEL,EQ,2024-07-29,3791640,1475902,38.93
INDIGO,EQ,2024-07-29,1950730,1148406,58.87
LT,EQ,2024-07-29,4159919,2581956,62.07
MANAPPURAM,EQ,2024-07-29,6548122,2026071,30.94
MARUTI,EQ,2024-07-29,388263,225391,58.05
PAYTM,EQ,2024-07-29,8506569,4066583,47.81
PGEL,EQ,2024-07-29,1455470,956669,65.73
SBIN,EQ,2024-07-29,26582781,7977605,30.01
SUZLON,EQ,2024-07-29,97886927,52910550,54.05
TRENT,EQ,2024-07-29,533654,287724,53.92
