,13-Aug-14,,,,,,
The Nifty witnessed an intraday movement of about 61.4 points.The closing index was 0.16 % up as compared to the previous closing index.,,,,,,,
,,,,,,,
, Traded Value (Rs. In Crores),17342.02,,,,,
, Traded Quantity (in Lakhs),9938.55,,,,,
, Number of Trades,7600678,,,,,
, Total Market Capitalisation (Rs. Crores),8763627.41,,,,,
,,,,,,,
,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CNX Nifty,7727.05,7717.3,7757.1,7695.7,7739.55,12.5
,CNX IT,10394.85,10381.05,10529.7,10376.85,10480.4,85.55
,CNX Nifty Junior,16317.65,16287,16409.6,16037.15,16185.05,-132.6
,BANK Nifty,15056.7,15007.25,15078.35,14843.8,14910.9,-145.8
,CNX Midcap,10819.1,10794.5,10867.7,10605.4,10703.8,-115.3
,CNX 500,6186.15,6177.7,6205.25,6130.85,6167.2,-18.95
,CNX 100,7657.45,7647.05,7688.2,7613.6,7658.85,1.4
,Nifty Midcap 50,3131.1,3118.15,3137.5,3025.25,3056.9,-74.2
,CNX Realty,240.7,239.15,239.7,226,227.65,-13.05
,CNX Infra,3116.5,3093.15,3109.3,3019,3051.75,-64.75
,CNX Energy,9380.35,9378.65,9481.2,9315.7,9381.2,0.85
,CNX FMCG,18516.35,18598.2,18951.25,18563.55,18922.45,406.1
,CNX MNC,7895.15,7867.95,7954.8,7867.95,7922.85,27.7
,CNX Pharma,9236.3,9213.05,9356.15,9213.05,9324.05,87.75
,CNX PSE,3525.6,3526.75,3548.55,3455.15,3479.8,-45.8
,CNX PSU Bank,3492.4,3475,3487.95,3359.5,3380.65,-111.75
,CNX Service,9457,9442.25,9478.05,9404.9,9458.2,1.2
,India VIX,13.4675,13.4675,14.0875,12.72,13.7625,0.295
,CNX AUTO,7223.7,7217.6,7252.45,7168.75,7230.9,7.2
,CNX Metal,3199.9,3196.2,3211.65,3133.85,3163.95,-35.95
,CNX Media,1931.25,1921.5,1922.2,1863.9,1871.45,-59.8
,CNX Smallcap,4961,4940.9,4943.85,4773.25,4795.15,-165.85
,CNX 200,3925.95,3920.3,3940.1,3895.5,3919.25,-6.7
,CNX Dividend Oppt,2010.1,2009.85,2016.4,1976.15,1988.45,-21.65
,CNX Commodities,2906,2899,2922.05,2858.85,2883.8,-22.2
,CNX Consumption,3016.15,3012.15,3034.2,3000.15,3017.6,1.45
,CNX Finance,6338.75,6334.45,6354.4,6281.4,6324.05,-14.7
,Nifty Dividend,74.77,79.29,79.29,79.29,79.29,4.52
,LIX 15,3533.25,3524.05,3532.6,3465.05,3485.45,-47.8
,CPSE Index,2471.8,2481.4,2484.25,2408.35,2420.3,-51.5
,NI15,4381.1,4376.3,4440.7,4376.3,4434.6,53.5
,,,,,,,
,ADVANCES,352,,,,,
,DECLINES,1202,,,,,
,UNCHANGED,42,,,,,
,,,,,,,
,Total securities that have hit their price bands today,341,,,,,
,,,,,,,
,TOP 25 Securities Today :,,,,,,
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs),
,HDFC,EQ,1116.4,1144.1,2.48,723.08,
,SBIN,EQ,2429.15,2368.95,-2.48,499.72,
,INFY,EQ,3576.8,3608.4,0.88,402.21,
,JPASSOCIAT,EQ,58.95,53.6,-9.08,359.99,
,TCS,EQ,2471.75,2500.05,1.14,346.2,
,RELIANCE,EQ,984.4,990.15,0.58,318.99,
,BHEL,EQ,224.2,209.7,-6.47,317.13,
,TATAMOTORS,EQ,474,473.5,-0.11,294.89,
,UNITECH,EQ,26.3,21.65,-17.68,292.98,
,TATASTEEL,EQ,542.05,534.5,-1.39,278.63,
,SUNPHARMA,EQ,785.25,802.6,2.21,278.09,
,LT,EQ,1489.1,1453.6,-2.38,261.49,
,ICICIBANK,EQ,1463.3,1452.2,-0.76,250.9,
,ITC,EQ,347.05,357.3,2.95,245.39,
,ONGC,EQ,405.55,402,-0.88,242.26,
,EICHERMOT,EQ,9291.6,10359.25,11.49,230.25,
,HDIL,EQ,96.3,91.15,-5.35,210.35,
,YESBANK,EQ,545.45,545.2,-0.05,202.82,
,BANKBARODA,EQ,914.1,875.1,-4.27,182.36,
,DLF,EQ,202.3,194.3,-3.95,170.45,
,BHARTIARTL,EQ,369.95,368.6,-0.36,170.16,
,SSLT,EQ,278.35,281.55,1.15,169.43,
,M&M,EQ,1310.1,1316.25,0.47,168.91,
,IRB,EQ,251.15,243.05,-3.23,163.82,
,PFC,EQ,271.05,257.5,-5,162.25,
,,,,,,,
,Top Five CNX Nifty Gainers:,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
,ITC,EQ,357.3,347.05,2.95,,
,HCLTECH,EQ,1560.15,1517.15,2.83,,
,HINDUNILVR,EQ,718.7,700.9,2.54,,
,HDFC,EQ,1144.1,1116.4,2.48,,
,SUNPHARMA,EQ,802.6,785.25,2.21,,
,,,,,,,
,Top Five CNX Nifty Losers:,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
,BHEL,EQ,209.7,224.2,-6.47,,
,BANKBARODA,EQ,875.1,914.1,-4.27,,
,DLF,EQ,194.3,202.3,-3.95,,
,COALINDIA,EQ,353.05,364.6,-3.17,,
,TATAPOWER,EQ,88.55,91.35,-3.07,,
,,,,,,,
,Securities Price Volume Data in Normal market,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY,,
,20MICRONS,EQ,31.15,2215426.2,70570,,
,3IINFOTECH,EQ,8.35,5623673.55,666523,,
,3MINDIA,EQ,5330,1894961.4,356,,
,8KMILES,EQ,240.55,47222257,196009,,
,A2ZMES,BE,26.9,14987146.5,543079,,
,AARTIDRUGS,EQ,680.7,67529385.95,96096,,
,AARTIIND,EQ,262.6,130739095.8,486694,,
,AARVEEDEN,EQ,46.3,168577.95,3603,,
,ABAN,EQ,708.35,867193429.5,1205766,,
,ABB,EQ,1003.3,31727158.75,31577,,
,ABBOTINDIA,EQ,2180.1,4071717.5,1910,,
,ABCIL,EQ,195.7,1365785.2,6878,,
,ABGSHIP,EQ,226.7,30632208.05,132637,,
,ACCELYA,EQ,623.5,13075741.5,20696,,
,ACE,EQ,27.1,3969908.35,147304,,
,ACROPETAL,EQ,3.7,180374.2,48553,,
,ADANIPOWER,EQ,52,299808208.4,5765093,,
,ADFFOODS,EQ,57,2635507.3,45644,,
,ADHUNIK,EQ,45.1,5583326.6,125841,,
,ADORWELD,EQ,200.95,712030.25,3506,,
,ADSL,EQ,18.35,659624,35846,,
,ADVANIHOTR,EQ,74,859558.2,11470,,
,ADVANTA,EQ,304.9,4350070.85,14369,,
,AEGISCHEM,EQ,318.8,15894331.3,48552,,
,AFL,EQ,48.95,3948421.1,76992,,
,AFTEK,BE,6.1,289180.8,46807,,
,AGARIND,EQ,81.35,128164.55,1551,,
,AGCNET,EQ,59.2,149049.55,2476,,
,AGRITECH,BE,7.6,4798.25,627,,
,AGRODUTCH,EQ,2.35,10942.5,4650,,
,AHLEAST,EQ,195.05,146860.7,739,,
,AHLUCONT,EQ,137.65,8304863.15,60465,,
,AHLWEST,EQ,108.2,2216614.8,20467,,
