,21-Apr-14,,,,,,
The Nifty witnessed an intraday movement of about 38.55 points.The closing index was 0.56 % up as compared to the previous closing index.,,,,,,,
,,,,,,,
, Traded Value (Rs. In Crores),12740.1,,,,,
, Traded Quantity (in Lakhs),7211.57,,,,,
, Number of Trades,5623843,,,,,
, Total Market Capitalisation (Rs. Crores),7483237.39,,,,,
,,,,,,,
,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CNX Nifty,6779.4,6789.25,6825.45,6786.9,6817.65,38.25
,CNX IT,9390.2,9395.55,9417.6,9317.85,9330.25,-59.95
,CNX Nifty Junior,13657.9,13695.25,13814.7,13695.25,13805,147.1
,BANK Nifty,12787.25,12845.3,13002.75,12838.85,12958.5,171.25
,CNX Midcap,8833.4,8857.75,8929.5,8857.75,8907.35,73.95
,CNX 500,5310.75,5321.45,5352.55,5321.45,5347.25,36.5
,CNX 100,6673.65,6684.55,6722.75,6684.55,6716.1,42.45
,Nifty Midcap 50,2570.7,2580.4,2608.35,2580.4,2601.05,30.35
,CNX Realty,192.2,193.25,193.4,190.7,191.6,-0.6
,CNX Infra,2661,2665.55,2724.2,2665.55,2720.75,59.75
,CNX Energy,8521.9,8567.05,8588.1,8509.55,8529.95,8.05
,CNX FMCG,18241.4,18214.25,18315.55,18058.35,18186.8,-54.6
,CNX MNC,6543.45,6535.7,6594.05,6535.7,6565.4,21.95
,CNX Pharma,7941.6,7975.6,7975.6,7913.15,7920.25,-21.35
,CNX PSE,2855.75,2861.4,2886.7,2861.4,2881,25.25
,CNX PSU Bank,2871.4,2880.15,2955.5,2880.15,2947.15,75.75
,CNX Service,8154.1,8168,8211.45,8151.1,8193.9,39.8
,India VIX,30.8525,30.8525,38.0425,30.8525,34.385,3.5325
,CNX AUTO,5915.3,5899.2,6011.25,5899.2,5998,82.7
,CNX Metal,2574.4,2586.05,2642.55,2586,2631.2,56.8
,CNX Media,1760.8,1767.1,1780.7,1758.7,1772.7,11.9
,CNX Smallcap,3961,3980.55,4014.85,3980.55,4004.5,43.5
,CNX 200,3399.8,3406.15,3425.45,3406.15,3421.7,21.9
,CNX Dividend Oppt,1723.5,1724.85,1738.65,1724.85,1736.85,13.35
,CNX Commodities,2471.05,2475.9,2501.8,2475.9,2496.1,25.05
,CNX Consumption,2666.65,2666.7,2685.8,2666.7,2683.75,17.1
