symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2010-08-06,267286,62700,23.46
BEL,EQ,2010-08-06,87337,66940,76.65
BOSCHLTD,EQ,2010-08-06,5554,1474,26.54
CUMMINSIND,EQ,2010-08-06,171633,105875,61.69
DLF,EQ,2010-08-06,3485524,931839,26.73
HINDALCO,EQ,2010-08-06,2925175,1066637,36.46
INDHOTEL,EQ,2010-08-06,2036408,923978,45.37
INDHOTEL,N4,2010-08-06,710,345,48.59
LT,EQ,2010-08-06,786261,355683,45.24
MANAPPURAM,EQ,2010-08-06,887464,315949,35.60
MARUTI,EQ,2010-08-06,358993,92492,25.76
MARUTI,IL,2010-08-06,98900,98900,100.00
SBIN,EQ,2010-08-06,1279440,583877,45.64
SUZLON,EQ,2010-08-06,7759065,2579405,33.24
TRENT,EQ,2010-08-06,9707,6409,66.02
