,03-Aug-15,,,,,,
The Nifty witnessed an intraday movement of about 55.85 points.The closing index was 0.12 % up as compared to the previous closing index.,,,,,,,
,,,,,,,
, Traded Value (Rs. In Crores),19170.94,,,,,
, Traded Quantity (in Lakhs),11124.93,,,,,
, Number of Trades,8756325,,,,,
, Total Market Capitalisation (Rs. Crores),10206785.94,,,,,
,,,,,,,
,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CNX Nifty,8532.85,8510.65,8563.95,8508.1,8543.05,10.2
,CNX IT,11594.15,11490.6,11572.6,11441.5,11466.4,-127.75
,CNX Nifty Junior,20813.35,20892.6,21050.45,20865,20989.1,175.75
,BANK Nifty,18729.85,18782.65,19016.4,18782.65,18914.7,184.85
,CNX Midcap,13728.65,13771.65,13895.8,13766.55,13831.8,103.15
,CNX 500,7106.2,7099.75,7146.9,7099.75,7129,22.8
,CNX 100,8645.85,8632.05,8687.2,8632.05,8666.05,20.2
,Nifty Midcap 50,3443.65,3456.4,3499.15,3454.05,3480.65,37
,CNX Realty,176.55,176.3,179.3,175.9,176.8,0.25
,CNX Infra,3297.6,3246.5,3308.5,3246.5,3298.65,1.05
,CNX Energy,8711.85,8716.15,8759.1,8682.7,8698.4,-13.45
,CNX FMCG,20920.45,20942.8,21124.3,20881.4,20991.5,71.05
,CNX MNC,10352.35,10378.2,10415.95,10356.25,10366.15,13.8
,CNX Pharma,12353.25,12371.4,12409.15,12321.9,12379.5,26.25
,CNX PSE,3525.8,3532.45,3535.45,3505.9,3515.5,-10.3
,CNX PSU Bank,3411.8,3415.9,3582.5,3415.9,3543.4,131.6
,CNX Service,11006.55,10997.15,11091.4,10997.15,11021.8,15.25
,India VIX,14.57,14.57,15.645,14.28,15.39,0.82
,CNX AUTO,8544.85,8572,8647.05,8541.8,8609.65,64.8
,CNX Metal,2128.65,2133.65,2136.25,2102.6,2109.35,-19.3
,CNX Media,2452.15,2456.8,2496.5,2456,2474.65,22.5
,CNX Smallcap,5722.9,5749.2,5826.7,5749.2,5809.55,86.65
,CNX 200,4470.45,4465.15,4495.05,4465.15,4482.85,12.4
,CNX Dividend Oppt,2047.4,2049.8,2057.6,2043.8,2051.95,4.55
,CNX Commodities,2616.25,2622.55,2624.75,2606,2608.85,-7.4
,CNX Consumption,3681.6,3685.75,3692.2,3672.95,3678.15,-3.45
,CNX Finance,7682.6,7687.55,7765.35,7687.55,7721.9,39.3
,Nifty Dividend,69.12,69.12,69.12,69.12,69.12,0
,LIX 15,3546,3531.8,3583.35,3525.1,3559.95,13.95
,CPSE Index,2403.55,2411.05,2412.55,2387,2399.5,-4.05
,NI15,5300.9,5290.05,5314.4,5281,5295.2,-5.7
,NIFTY PR 2X LEV,3683.4,3662.35,3708.1,3662.35,3690.3,6.9
,NIFTY PR 1X INV,451.35,452.8,452.8,449.95,451.05,-0.3
,NIFTY TR 2X LEV,4285.65,4261.15,4314.35,4261.15,4293.7,8.05
,NIFTY TR 1X INV,418.35,419.65,419.65,417.05,418.05,-0.3
,NV20,3834.55,3830.45,3862.7,3826.7,3848.3,13.75
,,,,,,,
,ADVANCES,980,,,,,
,DECLINES,549,,,,,
,UNCHANGED,72,,,,,
,,,,,,,
,Total securities that have hit their price bands today,108,,,,,
,,,,,,,
,TOP 25 Securities Today :,,,,,,
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs),
,ICICIBANK,EQ,302.4,312.9,3.47,810.27,
,SBIN,EQ,270.05,281.05,4.07,612.54,
,LT,EQ,1791.25,1779.4,-0.66,579.91,
,INFY,EQ,1077.05,1078.95,0.18,429.21,
,SUZLON,EQ,21.9,24.4,11.42,392.63,
,SUNTV,EQ,336.8,374,11.05,356.62,
,HCLTECH,EQ,998.25,938.85,-5.95,334.59,
,HDFC,EQ,1340.4,1324.35,-1.2,329.38,
,YESBANK,EQ,828.95,833.25,0.52,318.97,
,ITC,EQ,326,331.55,1.7,315.63,
,BHARATFORG,EQ,1147.85,1165.25,1.52,284.88,
,TATAMOTORS,EQ,383.85,388.2,1.13,259.45,
,AXISBANK,EQ,573.5,576.7,0.56,252.04,
,BANKBARODA,EQ,177.5,184.85,4.14,242.82,
,TATAELXSI,EQ,1705.2,1801.55,5.65,232.4,
,HEROMOTOCO,EQ,2682.7,2697.1,0.54,229.15,
,RELIANCE,EQ,1001.85,1002.45,0.06,227.18,
,JETAIRWAYS,EQ,400.15,408.75,2.15,190.75,
,HINDPETRO,EQ,921.65,909.15,-1.36,190.38,
,RAJESHEXPO,EQ,520.45,568.9,9.31,173.46,
,SUNPHARMA,EQ,822.4,830.95,1.04,168.18,
,HINDUNILVR,EQ,921.65,909.7,-1.3,165.14,
,BPCL,EQ,926.75,908.8,-1.94,163.84,
,UNIONBANK,EQ,176.5,186.35,5.58,160.15,
,WOCKPHARMA,EQ,1564,1585.75,1.39,152.44,
,,,,,,,
,Top Five CNX Nifty Gainers:,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
,BANKBARODA,EQ,184.85,177.5,4.14,,
,SBIN,EQ,281.05,270.05,4.07,,
,ICICIBANK,EQ,312.9,302.4,3.47,,
,PNB,EQ,155.05,151,2.68,,
,BOSCHLTD,EQ,25309.15,24669.7,2.59,,
,,,,,,,
,Top Five CNX Nifty Losers:,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
,HCLTECH,EQ,938.85,998.25,-5.95,,
,VEDL,EQ,126.95,130.25,-2.53,,
,BPCL,EQ,908.8,926.75,-1.94,,
,LUPIN,EQ,1664,1696.7,-1.93,,
,M&M,EQ,1337.9,1363.6,-1.88,,
,,,,,,,
,Securities Price Volume Data in Normal market,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY,,
,20MICRONS,EQ,28.8,1199441,41444,,
,3IINFOTECH,BE,3.95,3759121.45,954294,,
,3MINDIA,EQ,9094.7,43843565.5,4835,,
,3RDROCK,IT,204,5258810,25863,,
,8KMILES,EQ,873.85,41248242.55,47781,,
,A2ZINFRA,EQ,29.05,5688890.35,194874,,
,AARTIDRUGS,EQ,678.2,68172631.15,100162,,
,AARTIIND,EQ,417.8,26438686.85,62946,,
,AARVEEDEN,EQ,72.7,2757890.1,37340,,
,ABAN,EQ,302.6,928279310.1,3028875,,
,ABB,EQ,1373.4,23724090.95,17200,,
,ABBOTINDIA,EQ,4500.5,14783737.8,3258,,
,ABCIL,EQ,227.55,2993285.6,13170,,
,ABGSHIP,EQ,178.45,17502560.75,97745,,
,ACCELYA,EQ,1084.75,8232055.5,7410,,
,ACE,EQ,49.05,23692100.8,477488,,
,ACROPETAL,EQ,2.9,59018.8,20804,,
,ADANIENT,EQ,84.8,193252540.4,2264675,,
,ADANIPOWER,EQ,27.95,232159207.5,8355002,,
,ADANITRANS,BE,28.95,49804038.55,1737709,,
,ADFFOODS,EQ,84.9,32227415.25,373221,,
,ADHUNIK,EQ,20.6,2274948.05,109976,,
,ADI,EQ,218.8,5055532,23097,,
,ADLABS,EQ,169.9,119491313.1,705015,,
,ADORWELD,EQ,279.85,6618496.8,23027,,
,ADSL,EQ,34.8,6530668.15,190441,,
,ADVANIHOTR,EQ,53.9,23733.9,451,,
,ADVANTA,EQ,521.65,22420269.55,42135,,
,AEGISCHEM,EQ,841.35,34155749.2,40342,,
,AFL,EQ,103.45,9892905.6,94354,,
,AGARIND,EQ,98.5,548278.25,5527,,
,AGCNET,EQ,139.55,4078785.7,29045,,
,AGRITECH,EQ,5.75,759,132,,
,AGRODUTCH,EQ,4,14584,3701,,
,AHLEAST,EQ,172,333702.8,1965,,
,AHLUCONT,EQ,250.65,13358758.45,53158,,
,AHLWEST,EQ,112.6,58590.4,499,,
,AIAENG,EQ,1020.15,267191527.2,257315,,
,AIL,EQ,817.35,64737846.2,78864,,
,AJANTPHARM,EQ,1551.5,240861120.5,153135,,
,AJMERA,EQ,136.8,7202340.75,52419,,
,AKSHOPTFBR,EQ,18.6,145241676.4,7905306,,
,AKZOINDIA,EQ,1384.3,52801244.4,37944,,
,ALANKIT,EQ,223.6,34544155.3,154525,,
,ALBK,EQ,93.45,308749086.7,3279898,,
,ALCHEM,EQ,27.5,894261.15,31041,,
,ALEMBICLTD,EQ,49.85,65728311.45,1302061,,
,ALICON,EQ,339.4,19184133.05,56210,,
,ALKALI,EQ,53.2,483402.55,9015,,
,ALKYLAMINE,EQ,282.4,967561.25,3413,,
,ALLCARGO,EQ,301.75,19415146.15,64160,,
,ALLSEC,EQ,37.8,4869023.75,129266,,
,ALMONDZ,EQ,9.8,259009.2,26685,,
,ALOKTEXT,EQ,7.25,85474945.15,12324879,,
,ALPA,BE,15.7,102440.6,6453,,
,ALPHAGEO,EQ,396.35,5834491.9,14547,,
,ALPSINDUS,EQ,6.35,625693.7,96337,,
,ALSTOMT&D,EQ,545.75,23477922.75,42674,,
,AMARAJABAT,EQ,949.3,1314738975,1410869,,
,AMBIKCO,EQ,1081.45,34421118.7,31842,,
,AMDIND,EQ,27.4,817879.15,29873,,
,AMRUTANJAN,EQ,467.2,8691130.35,18561,,
,AMTEKAUTO,EQ,171.1,394872993.7,2292474,,
,AMTL,EQ,24.15,395924.75,16719,,
,ANANTRAJ,EQ,41.8,54827229.7,1300059,,
,ANDHRABANK,EQ,75.6,248344012.1,3271439,,
,ANDHRACEMT,EQ,6.7,2796942.65,415344,,
,ANDHRSUGAR,EQ,98.1,1828180.55,18594,,
,ANGIND,EQ,45.7,16342653.5,349752,,
,ANIKINDS,BE,30.8,261240.5,8450,,
,ANKITMETAL,EQ,2.1,381630.95,183180,,
,ANSALAPI,EQ,18.95,3487171.1,185017,,
,ANSALHSG,EQ,26.15,520269.75,19726,,
,APARINDS,EQ,414.1,17179074.45,41037,,
,APCOTEXIND,EQ,610.95,38590029.85,61495,,
,APLAPOLLO,EQ,443.25,1838998.5,4143,,
,APLLTD,EQ,736.65,153093174.5,207899,,
,APOLLOTYRE,EQ,207.35,610994965.7,2953730,,
,APOLSINHOT,BE,200,10000,50,,
,APTECHT,EQ,70.5,24122579.05,336942,,
,ARCHIDPLY,EQ,58.1,33243066.65,554573,,
,ARCHIES,EQ,28.3,19076431.9,659496,,
,ARCOTECH,EQ,347.55,35587974.15,102784,,
,ARIES,EQ,128.8,8467995.4,65939,,
,ARIHANT,EQ,41.45,3191.8,77,,
,AROGRANITE,EQ,53.65,635758.25,11633,,
,ARROWCOAT,EQ,480.25,3064772.05,6354,,
,ARROWTEX,EQ,31.35,1985881.3,62156,,
,ARSHIYA,EQ,37.7,2866852.55,75523,,
,ARSSINFRA,EQ,30.85,2162367.7,69847,,
,ARVIND,EQ,320.25,734209339.9,2274366,,
,ARVINDREM,EQ,16.65,4008054.45,239259,,
,ASAHIINDIA,EQ,173.85,25723303.3,146586,,
,ASAHISONG,EQ,141.1,692829.4,4902,,
,ASAL,EQ,43.65,59962.4,1354,,
,ASHAPURMIN,EQ,59.25,1907331.2,32111,,
,ASHIANA,EQ,212.15,3822682.5,17782,,
,ASHIMASYN,EQ,12.9,300080.3,23186,,
,ASHOKA,EQ,178.3,18031943.95,99062,,
,ASHOKLEY,EQ,84.95,681838381.6,7996468,,
,ASIANHOTNR,EQ,106.95,475256,4417,,
,ASIANTILES,EQ,114.25,7985213.05,71367,,
,ASSAMCO,EQ,3.65,2093267.95,578151,,
,ASTEC,EQ,265.9,94269034.2,349765,,
,ASTRAL,EQ,376.2,7559237.95,20199,,
,ASTRAMICRO,EQ,120.7,28603126.65,234262,,
,ASTRAZEN,EQ,1188.25,24460280.25,20527,,
,ATFL,EQ,619.2,3018841.2,4811,,
,ATLANTA,EQ,51.45,7174810.65,138718,,
,ATLASCYCLE,EQ,221.65,8240308.05,36900,,
,ATNINTER,EQ,0.3,435,1400,,
,ATUL,EQ,1248.7,64603558.5,51051,,
,ATULAUTO,EQ,456.85,192253576.5,411076,,
,AURIONPRO,EQ,237.45,59342367.3,251392,,
,AUSOMENT,EQ,32.05,15384,480,,
,AUSTRAL,EQ,0.55,128973.35,241170,,
,AUTOAXLES,EQ,776.75,15099190.1,19284,,
,AUTOIND,EQ,62.1,6516881.9,105306,,
,AUTOLITIND,EQ,58.1,2574054.3,44667,,
,AVANTIFEED,EQ,2509.7,37570596.45,15118,,
,AVTNPL,EQ,36.75,3279284.05,88902,,
,AXISCADES,EQ,253.7,36860337,143452,,
,AXISGOLD,EQ,2362.75,848927.25,360,,
,BAFNAPHARM,EQ,27.1,1054085.5,38048,,
,BAGFILMS,EQ,3,46403.2,15469,,
,BAJAJCORP,EQ,450.1,12021339.75,26635,,
,BAJAJELEC,EQ,262.15,46024873.3,175581,,
,BAJAJHIND,EQ,15,19270625.5,1285113,,
,BAJFINANCE,EQ,5682.35,234564433.3,41708,,
,BALAJITELE,EQ,82,110449444.6,1333349,,
,BALAMINES,EQ,138,18300635.25,135155,,
,BALKRISIND,EQ,685.3,23752857.4,34557,,
,BALLARPUR,EQ,14.85,8683982.85,581118,,
,BALMLAWRIE,EQ,672.95,121844321.5,183861,,
,BALPHARMA,EQ,80.75,6360793.3,79324,,
,BALRAMCHIN,EQ,49.55,16447397.3,330364,,
,BANARBEADS,EQ,34.95,389153.9,10944,,
,BANARISUG,EQ,780.5,547994.65,694,,
,BANCOINDIA,EQ,128.9,18450640.6,140790,,
,BANG,EQ,9.3,32042.8,3446,,
,BANKBEES,EQ,1905.6,4276819.82,2243,,
,BANSWRAS,EQ,112.25,7351172.05,64959,,
,BARTRONICS,EQ,12.15,1043907.6,85152,,
,BASF,EQ,1201.15,20089671.5,16743,,
,BASML,EQ,234.9,2865447.45,12272,,
,BATAINDIA,EQ,1211.45,221830883.2,181703,,
,BAYERCROP,EQ,3920.85,44333749.35,11268,,
,BBL,EQ,630.5,6669905.55,10419,,
,BBTC,EQ,602.8,196921431.7,326316,,
,BEARDSELL,EQ,49,18113.8,385,,
,BEDMUTHA,EQ,14.6,106045.05,7256,,
,BEL,EQ,4124.15,841816358.4,206935,,
,BEML,EQ,1549.9,320782365.1,207803,,
,BEPL,EQ,16,297347.25,17777,,
,BERGEPAINT,EQ,222.1,349659818.3,1554239,,
,BFINVEST,EQ,157.3,8009336.6,49889,,
,BFUTILITIE,EQ,566,335276908.2,589926,,
,BGLOBAL,BE,4.3,14275,3250,,
,BGRENERGY,EQ,124.65,43557483.2,346495,,
,BHAGYNAGAR,EQ,17.55,518150.05,29154,,
,BHARATGEAR,EQ,85.5,7176247.55,84151,,
,BHARATRAS,EQ,1287.6,4789622.35,3805,,
,BHARTISHIP,BZ,19.25,60887.75,3163,,
,BHUSANSTL,EQ,58.75,10998737.4,186528,,
,BIL,EQ,546.2,8827669.25,16308,,
,BILENERGY,EQ,0.85,5593.85,6581,,
,BINANIIND,EQ,91.25,2409881,26354,,
,BINDALAGRO,EQ,54,1869102,34613,,
,BIOCON,EQ,462.2,221328235.3,477737,,
,BIRLACORPN,EQ,447.35,545370.45,1224,,
,BIRLACOT,EQ,0.05,62353.35,865469,,
,BIRLAERIC,BE,66.5,281739.55,4210,,
,BIRLAMONEY,EQ,25.45,1470833.25,58656,,
,BLBLIMITED,EQ,3.95,6687.35,1693,,
,BLISSGVS,EQ,189.85,185586155.6,968787,,
,BLKASHYAP,EQ,12,1211882.25,98941,,
,BLUECHIP,EQ,0.4,4742.1,12750,,
,BLUEDART,EQ,6919.2,87455598.25,12680,,
,BLUEDART,N1,10.05,2110.5,210,,
