symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2016-03-03,1077.30,1028.05,0.0468,0.0291,,0.5827
ADANIPORTS,2016-03-03,227.50,218.80,0.0390,0.0346,,0.6668
BEL,2016-03-03,1075.15,1050.75,0.0230,0.0214,,0.4108
BOSCHLTD,2016-03-03,17287.85,16875.85,0.0241,0.0187,,0.3649
CUMMINSIND,2016-03-03,876.60,837.45,0.0457,0.0202,,0.4318
DLF,2016-03-03,106.45,107.80,-0.0126,0.0482,,0.8941
HINDALCO,2016-03-03,79.25,74.95,0.0558,0.0348,,0.6954
INDHOTEL,2016-03-03,100.05,100.00,0.0005,0.0172,,0.3191
INDIGO,2016-03-03,851.75,869.75,-0.0209,0.0428,,0.7986
LT,2016-03-03,1207.10,1137.90,0.0590,0.0265,,0.5636
MANAPPURAM,2016-03-03,31.95,31.75,0.0063,0.0332,,0.6152
MARUTI,2016-03-03,3608.65,3612.65,-0.0011,0.0292,,0.5407
PGEL,2016-03-03,120.10,118.40,0.0143,0.0560,,1.0393
SBIN,2016-03-03,182.75,181.15,0.0088,0.0406,,0.7527
SUZLON,2016-03-03,15.00,13.80,0.0834,0.0401,,0.8387
TRENT,2016-03-03,1541.25,1463.65,0.0517,0.0202,,0.4451
