symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-01-15,1268.15,1262.50,0.0045,0.0229,,0.4241
ADANIPORTS,2015-01-15,330.60,331.25,-0.0020,0.0238,,0.4413
BEL,2015-01-15,3270.55,3289.05,-0.0056,0.0366,,0.6782
BOSCHLTD,2015-01-15,21334.80,20985.95,0.0165,0.0215,,0.4050
CUMMINSIND,2015-01-15,887.80,879.10,0.0098,0.0185,,0.3458
DLF,2015-01-15,147.80,133.35,0.1029,0.0291,,0.7222
HINDALCO,2015-01-15,141.90,142.15,-0.0018,0.0265,,0.4910
INDHOTEL,2015-01-15,116.35,115.90,0.0039,0.0183,,0.3401
LT,2015-01-15,1573.70,1518.00,0.0360,0.0140,,0.3095
MANAPPURAM,2015-01-15,33.90,34.05,-0.0044,0.0271,,0.5025
MARUTI,2015-01-15,3625.80,3516.00,0.0308,0.0116,,0.2579
PGEL,2015-01-15,74.90,78.70,-0.0495,0.0809,,1.5169
SBIN,2015-01-15,320.30,304.70,0.0499,0.0159,,0.3764
SUZLON,2015-01-15,15.00,14.95,0.0033,0.0417,,0.7718
TRENT,2015-01-15,1420.05,1395.50,0.0174,0.0186,,0.3534
