symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2014-11-17,105166,30008,28.53
ADANIPORTS,EQ,2014-11-17,1170407,280777,23.99
BEL,EQ,2014-11-17,122941,84503,68.73
BOSCHLTD,EQ,2014-11-17,11289,4927,43.64
CUMMINSIND,EQ,2014-11-17,141054,86133,61.06
DLF,EQ,2014-11-17,10119228,3061280,30.25
HINDALCO,EQ,2014-11-17,5914642,1475462,24.95
INDHOTEL,D1,2014-11-17,26840,19557,72.87
INDHOTEL,EQ,2014-11-17,774482,508399,65.64
LT,EQ,2014-11-17,1001473,370053,36.95
MANAPPURAM,EQ,2014-11-17,2394913,1192966,49.81
MARUTI,EQ,2014-11-17,186565,40667,21.80
PGEL,EQ,2014-11-17,10274,10258,99.84
SBIN,EQ,2014-11-17,4916412,1824277,37.11
SBIN,N1,2014-11-17,80,79,98.75
SBIN,N3,2014-11-17,20,20,100.00
SBIN,N5,2014-11-17,121,69,57.02
SUZLON,EQ,2014-11-17,60290742,24483861,40.61
TRENT,EQ,2014-11-17,40569,18868,46.51
