symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2023-09-04,4291.45,4300.00,4328.00,4245.25,4308.00,4309.30,4282.89,298303,12775.99,28509,157520,52.81
ADANIPORTS,EQ,2023-09-04,799.50,807.55,811.75,795.55,800.20,801.05,800.64,12522148,100257.32,100756,8401495,67.09
BEL,EQ,2023-09-04,137.85,139.50,142.35,139.20,140.50,140.55,140.55,28262276,39723.38,108585,12193443,43.14
BOSCHLTD,EQ,2023-09-04,18986.80,18986.80,19190.00,18844.70,19025.00,19066.80,19051.68,20109,3831.10,6827,7893,39.25
CUMMINSIND,EQ,2023-09-04,1706.00,1710.00,1746.75,1701.55,1726.15,1725.95,1724.61,772655,13325.28,44657,319551,41.36
DIXON,EQ,2023-09-04,5057.25,5081.80,5166.30,5061.20,5120.00,5123.00,5126.98,351873,18040.47,37045,91286,25.94
DLF,EQ,2023-09-04,503.25,504.50,517.00,504.00,513.15,513.90,512.56,4584709,23499.37,77925,1661330,36.24
DMART,EQ,2023-09-04,3761.05,3771.95,3781.95,3739.10,3750.00,3755.75,3756.79,145378,5461.54,21520,69065,47.51
HAL,EQ,2023-09-04,3941.75,3964.35,4019.00,3951.05,3970.90,3966.25,3980.14,1006109,40044.56,56237,426033,42.34
HINDALCO,EQ,2023-09-04,473.25,477.60,492.30,475.00,487.85,486.65,488.02,10359653,50556.84,110730,2822127,27.24
INDHOTEL,EQ,2023-09-04,424.25,424.50,427.50,418.10,421.50,420.85,420.94,3393492,14284.60,56386,1366755,40.28
INDIGO,EQ,2023-09-04,2438.90,2461.70,2472.95,2430.00,2454.80,2455.35,2452.55,541048,13269.47,60941,370933,68.56
LT,EQ,2023-09-04,2702.10,2733.00,2742.00,2705.00,2713.00,2711.10,2716.79,1548282,42063.62,95478,973357,62.87
MANAPPURAM,EQ,2023-09-04,151.80,152.85,156.55,152.20,152.95,152.80,154.24,14093093,21737.49,45081,7054480,50.06
MARUTI,EQ,2023-09-04,10331.25,10401.00,10467.95,10286.30,10365.00,10362.45,10376.66,819552,85042.13,136523,470240,57.38
PAYTM,EQ,2023-09-04,857.40,865.00,865.00,850.00,856.00,856.70,855.70,2293054,19621.60,78022,1024997,44.70
PGEL,EQ,2023-09-04,1996.95,1999.00,2037.55,1868.00,1890.00,1901.10,1930.16,182300,3518.68,23117,80227,44.01
SBIN,EQ,2023-09-04,569.55,572.00,576.35,568.45,575.60,575.55,572.87,12108655,69366.98,195524,4850266,40.06
SUZLON,EQ,2023-09-04,25.00,25.45,25.70,23.85,24.50,24.10,24.79,189499859,46971.95,208504,103932583,54.85
TRENT,EQ,2023-09-04,2063.10,2074.00,2074.50,2020.00,2028.70,2031.40,2043.79,744599,15218.02,47325,265946,35.72
