symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2021-03-05,1512.80,1514.75,1528.00,1485.00,1493.90,1488.85,1503.36,63126,949.01,9141,17945,28.43
ADANIPORTS,EQ,2021-03-05,752.45,752.45,761.00,730.50,749.65,748.95,748.31,17665200,132189.91,245042,2561470,14.50
BEL,EQ,2021-03-05,152.80,150.80,153.00,144.75,147.35,147.00,148.54,9713987,14428.69,56478,2368935,24.39
BOSCHLTD,EQ,2021-03-05,15239.55,15230.00,15287.60,14862.90,14962.00,14905.00,14986.30,48228,7227.59,10915,11687,24.23
CUMMINSIND,EQ,2021-03-05,893.95,889.90,893.85,844.50,847.00,853.70,864.57,1720949,14878.77,33362,540996,31.44
DIXON,EQ,2021-03-05,19560.60,19360.00,19699.20,18940.00,19160.00,19130.90,19260.32,34473,6639.61,19149,18591,53.93
DLF,EQ,2021-03-05,326.40,322.55,324.60,312.40,318.40,318.10,320.41,15748456,50460.26,85445,5248243,33.33
DMART,EQ,2021-03-05,3178.70,3130.00,3330.00,3120.00,3271.00,3286.10,3266.40,1535808,50165.58,121194,429003,27.93
HAL,EQ,2021-03-05,1097.30,1095.00,1108.30,1047.85,1072.00,1054.05,1076.09,381888,4109.46,20665,220063,57.63
HINDALCO,EQ,2021-03-05,349.45,345.25,347.60,333.15,339.00,337.85,340.29,15127687,51477.68,136189,5000474,33.06
INDHOTEL,EQ,2021-03-05,128.85,128.00,130.60,124.55,126.15,125.40,127.18,1699645,2161.54,18511,866821,51.00
INDIGO,EQ,2021-03-05,1798.90,1770.00,1787.65,1733.00,1740.30,1742.00,1758.05,1056152,18567.67,35583,421213,39.88
LT,EQ,2021-03-05,1462.60,1453.60,1477.20,1439.10,1463.15,1463.55,1461.13,3306902,48318.23,129476,1292332,39.08
MANAPPURAM,EQ,2021-03-05,174.25,172.90,174.20,165.55,167.50,166.90,168.34,8159079,13735.00,70488,3881541,47.57
MARUTI,EQ,2021-03-05,7131.60,7130.00,7315.00,7070.00,7251.00,7249.00,7236.86,1821165,131795.08,136188,802724,44.08
PGEL,BE,2021-03-05,367.10,367.10,377.00,348.75,374.20,372.45,357.39,197776,706.84,1253,-,-
SBIN,EQ,2021-03-05,395.65,395.00,395.00,378.10,385.35,383.65,384.66,72179228,277643.14,599426,22896856,31.72
SUZLON,EQ,2021-03-05,5.70,5.70,5.75,5.50,5.60,5.55,5.64,14485124,817.33,8172,8265775,57.06
TRENT,EQ,2021-03-05,927.05,925.00,935.80,877.05,878.50,881.40,907.79,751162,6818.98,24792,307451,40.93
