symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2021-03-08,1488.85,1504.00,1512.55,1476.80,1504.50,1495.50,1495.95,96026,1436.50,10955,50054,52.13
ADANIPORTS,EQ,2021-03-08,748.95,762.70,767.80,744.20,747.80,748.40,754.53,15286852,115344.18,184855,1985582,12.99
BEL,EQ,2021-03-08,147.00,148.00,150.70,144.20,145.70,145.05,147.07,11561786,17003.39,51333,5082583,43.96
BOSCHLTD,EQ,2021-03-08,14905.00,14975.00,15125.00,14830.00,15045.30,14962.20,14956.20,39764,5947.18,7557,17512,44.04
CUMMINSIND,EQ,2021-03-08,853.70,853.65,893.75,844.00,879.95,881.05,881.35,2415261,21287.01,45491,265040,10.97
DIXON,EQ,2021-03-08,19130.90,19298.00,19395.55,18910.10,18980.00,19006.05,19161.48,20838,3992.87,9323,11557,55.46
DLF,EQ,2021-03-08,318.10,320.80,323.25,314.40,316.40,316.25,318.15,6273645,19959.39,50091,778864,12.41
DMART,EQ,2021-03-08,3286.10,3309.00,3309.00,3170.00,3190.00,3191.15,3238.54,406746,13172.64,40492,122388,30.09
HAL,EQ,2021-03-08,1054.05,1070.05,1082.10,1057.25,1066.50,1065.25,1070.54,183463,1964.04,11890,78183,42.62
HINDALCO,EQ,2021-03-08,337.85,340.05,343.90,334.70,336.75,336.60,338.16,10555735,35695.35,85792,3189065,30.21
INDHOTEL,EQ,2021-03-08,125.40,126.90,129.30,126.25,127.20,127.05,127.61,1122119,1431.88,8846,497365,44.32
INDIGO,EQ,2021-03-08,1742.00,1744.70,1744.70,1696.15,1706.85,1707.90,1713.69,1651023,28293.45,40576,818251,49.56
LT,EQ,2021-03-08,1463.55,1478.00,1525.00,1470.00,1513.65,1515.20,1510.82,4150049,62699.62,199692,1689353,40.71
MANAPPURAM,EQ,2021-03-08,166.90,167.00,168.65,163.25,164.00,163.90,165.35,4539322,7505.56,34244,1432296,31.55
MARUTI,EQ,2021-03-08,7249.00,7264.90,7338.80,7216.00,7248.10,7259.50,7277.95,977572,71147.22,95403,372383,38.09
PGEL,BE,2021-03-08,372.45,391.05,391.05,380.00,391.05,391.05,390.62,22162,86.57,316,-,-
SBIN,EQ,2021-03-08,383.65,388.45,393.40,386.05,390.10,389.60,389.52,39147858,152489.78,297783,11421277,29.17
SUZLON,EQ,2021-03-08,5.55,5.60,5.80,5.60,5.65,5.65,5.71,20381140,1163.81,24377,8890339,43.62
TRENT,EQ,2021-03-08,881.40,886.00,909.45,880.10,883.00,884.60,890.88,462683,4121.94,18264,105199,22.74
