symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2021-03-10,1476.45,1478.00,1523.90,1451.00,1467.95,1466.25,1481.33,131725,1951.28,13740,45914,34.86
ADANIPORTS,EQ,2021-03-10,750.75,757.50,759.10,743.00,744.30,745.35,747.93,5235249,39155.88,80675,889954,17.00
BEL,EQ,2021-03-10,140.00,141.40,142.65,139.05,139.60,139.75,140.29,8082556,11338.79,41812,3579685,44.29
BOSCHLTD,EQ,2021-03-10,14998.55,15149.00,15149.00,14943.20,14961.10,14997.10,15009.83,21778,3268.84,7241,5290,24.29
CUMMINSIND,EQ,2021-03-10,857.50,865.00,882.40,860.45,880.00,879.35,873.51,1138075,9941.16,46061,273211,24.01
DIXON,EQ,2021-03-10,19511.35,19785.70,20200.00,19564.05,20155.05,20103.75,19945.96,39205,7819.81,15100,17863,45.56
DLF,EQ,2021-03-10,311.40,314.40,316.40,311.50,315.40,314.25,313.78,4810951,15095.59,34187,850198,17.67
DMART,EQ,2021-03-10,3151.85,3164.00,3179.90,3113.45,3155.00,3155.20,3152.44,252903,7972.61,22948,127576,50.44
HAL,EQ,2021-03-10,1065.45,1065.00,1079.95,1060.00,1061.00,1067.35,1071.40,205561,2202.37,11119,85500,41.59
HINDALCO,EQ,2021-03-10,333.25,335.80,342.35,330.45,341.00,340.35,336.13,10886045,36590.77,98370,3228251,29.65
INDHOTEL,EQ,2021-03-10,123.85,127.95,127.95,124.80,125.90,125.90,125.94,950440,1197.02,9070,387798,40.80
INDIGO,EQ,2021-03-10,1688.70,1700.00,1707.70,1678.05,1682.00,1684.55,1690.79,417598,7060.70,15428,62245,14.91
LT,EQ,2021-03-10,1508.30,1523.00,1534.75,1507.50,1523.20,1524.20,1524.49,2210547,33699.47,83581,968905,43.83
MANAPPURAM,EQ,2021-03-10,161.80,162.50,164.75,161.05,162.90,162.60,162.78,5138912,8365.13,28559,2345952,45.65
MARUTI,EQ,2021-03-10,7301.55,7320.00,7387.00,7251.00,7260.65,7272.10,7318.80,659270,48250.62,99069,234347,35.55
PGEL,BE,2021-03-10,410.60,431.10,431.10,410.05,431.10,431.10,429.77,39839,171.22,596,-,-
SBIN,EQ,2021-03-10,387.60,391.10,393.00,385.70,388.20,387.70,388.21,22677399,88034.97,187380,6294280,27.76
SUZLON,EQ,2021-03-10,5.55,5.60,5.75,5.60,5.65,5.65,5.65,21757504,1229.25,15159,8827101,40.57
TRENT,EQ,2021-03-10,905.75,915.00,934.00,895.50,915.00,912.20,911.83,606764,5532.63,26935,127717,21.05
