,13-Sep-2019
The Nifty witnessed an intraday movement of about 138.7 points.The closing index was 0.85 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 30639.56
, Traded Quantity (in Lakhs), 17281.08
, Number of Trades, 10597856
, Total Market Capitalisation (Rs. Crores), 14113512.22

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10982.80,     10986.80,     11084.45,     10945.75,     11075.90,93.1
,NIFTY50 EQL Wgt,     11442.20,     11461.40,     11573.55,     11381.10,     11561.45,119.25
,NIFTY100 EQL Wgt,     12238.30,     12270.75,     12352.40,     12161.85,     12342.40,104.1
,NIFTY100 LowVol30,      8455.80,      8462.70,      8523.90,      8436.90,      8517.10,61.3
,NIFTY Alpha 50,     11877.35,     11919.65,     12002.75,     11823.90,     11995.60,118.25
,NIFTY MIDCAP 150,      5787.50,      5805.40,      5821.05,      5753.85,      5817.60,30.1
,NIFTY SMLCAP 50,      2679.55,      2687.65,      2698.95,      2665.55,      2695.65,16.1
,NIFTY SMLCAP 250,      4618.60,      4634.90,      4650.70,      4604.95,      4646.10,27.5
,NIFTY MIDSML 400,      5371.40,      5388.75,      5403.95,      5345.15,      5400.65,29.25
,NIFTY200 QUALTY30,      9268.05,      9287.60,      9336.70,      9243.00,      9326.00,57.95
,Nifty IT,     15583.25,     15608.10,     15739.70,     15586.70,     15722.90,139.65
,Nifty Next 50,     26285.00,     26375.05,     26486.45,     26104.45,     26460.10,175.1
,Nifty Bank,     27818.50,     27772.00,     28126.85,     27573.45,     28098.75,280.25
,NIFTY MIDCAP 100,     15883.05,     15932.70,     15984.70,     15759.05,     15967.40,84.35
,Nifty 500,      8981.60,      8992.65,      9056.80,      8945.60,      9050.85,69.25
,Nifty 100,     11113.50,     11122.00,     11213.65,     11071.10,     11205.10,91.6
,Nifty Midcap 50,      4345.90,      4358.20,      4371.30,      4287.55,      4366.95,21.05
,Nifty Realty,       264.25,       265.30,       271.20,       263.45,       268.10,3.85
,Nifty Infra,      3059.00,      3062.35,      3074.85,      3032.50,      3071.20,12.2
,Nifty Energy,     14404.65,     14435.55,     14755.70,     14353.85,     14727.15,322.5
,Nifty FMCG,     28575.20,     28614.65,     28678.00,     28503.45,     28592.05,16.85
,Nifty MNC,     12386.55,     12422.55,     12519.85,     12351.95,     12500.70,114.15
,Nifty Pharma,      8102.15,      8141.40,      8141.70,      7974.65,      8033.05,-69.1
,Nifty PSE,      3104.10,      3113.60,      3175.80,      3083.20,      3169.95,65.85
,Nifty PSU Bank,      2505.55,      2501.20,      2520.20,      2439.60,      2511.80,6.25
,Nifty Serv Sector,     15758.75,     15751.30,     15902.85,     15689.20,     15890.50,131.75
,India VIX,14.9000,14.9000,15.1950,13.8875,14.1200,-0.7800
,Nifty Auto,      7284.00,      7307.75,      7372.75,      7249.75,      7360.60,76.6
,Nifty Metal,      2410.60,      2417.35,      2450.35,      2384.80,      2444.10,33.5
,Nifty Media,      1902.70,      1909.95,      1920.95,      1894.15,      1917.00,14.3
,NIFTY SMLCAP 100,      5577.90,      5597.65,      5623.00,      5558.15,      5618.70,40.8
,Nifty 200,      5681.20,      5687.00,      5730.35,      5657.25,      5726.30,45.1
,Nifty Div Opps 50,      2489.15,      2493.75,      2518.75,      2485.40,      2516.30,27.15
,Nifty Commodities,      3148.20,      3156.95,      3212.55,      3129.00,      3206.65,58.45
,Nifty Consumption,      4645.00,      4655.35,      4668.25,      4633.45,      4664.05,19.05
,Nifty Fin Service,     12422.25,     12405.60,     12523.00,     12340.70,     12513.00,90.75
,Nifty50 Div Point,        96.23,        96.23,        96.23,        96.23,        96.23,0
,Nifty100 Liq 15,      3493.85,      3500.05,      3533.20,      3457.60,      3528.70,34.85
,Nifty CPSE,      1911.30,      1918.15,      1949.95,      1897.90,      1944.75,33.45
,Nifty GrowSect 15,      5705.90,      5709.15,      5742.80,      5679.90,      5734.75,28.85
,Nifty50 PR 2x Lev,      4399.65,      4402.20,      4480.30,      4369.70,      4473.55,73.9
,Nifty50 PR 1x Inv,       422.65,       422.55,       424.10,       418.80,       419.10,-3.55
,Nifty50 TR 2x Lev,      5698.00,      5701.30,      5802.50,      5659.20,      5793.75,95.75
,Nifty50 TR 1x Inv,       371.40,       371.30,       372.70,       368.00,       368.30,-3.1
,Nifty50 Value 20,      5185.50,      5192.30,      5256.15,      5181.80,      5251.75,66.25
,Nifty Mid Liq 15,      3760.25,      3772.70,      3775.95,      3704.00,      3761.45,1.2
,Nifty Pvt Bank,     15465.20,     15456.30,     15637.20,     15342.35,     15621.05,155.85
,NIFTY100 Qualty30,      2570.70,      2575.35,      2591.05,      2563.35,      2588.60,17.9
,Nifty GS 8 13Yr,      1999.57,      1999.96,      2003.92,      1997.11,      2003.72,4.15
,Nifty GS 10Yr,      1843.23,      1843.59,      1850.07,      1841.49,      1849.89,6.66
,Nifty GS 10Yr Cln,       950.15,       950.15,       953.53,       949.05,       953.43,3.28
,Nifty GS 4 8Yr,      2114.89,      2115.31,      2117.22,      2114.74,      2115.92,1.03
,Nifty GS 11 15Yr,      2131.10,      2131.51,      2131.78,      2123.98,      2130.58,-.52
,Nifty GS 15YrPlus,      2289.08,      2289.53,      2289.53,      2288.44,      2288.44,-.64
,Nifty GS Compsite,      2031.71,      2032.10,      2035.48,      2030.13,      2035.27,3.56

,ADVANCES,1157
,DECLINES,678
,UNCHANGED,118

,Total securities that have hit their price bands today,356

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,YESBANK,EQ,        67.95,        68.55,0.88,1853.48
,MARUTI,EQ,      6392.05,      6450.30,0.91,1243.09
,TATAMOTORS,EQ,       127.95,       129.55,1.25,886.45
,HDFCBANK,EQ,      2270.85,      2257.45,-0.59,865.75
,IBULHSGFIN,EQ,       449.40,       442.25,-1.59,814.28
,AXISBANK,EQ,       662.90,       674.25,1.71,806.17
,SBIN,EQ,       287.05,       291.70,1.62,782.3
,ICICIBANK,EQ,       402.70,       413.40,2.66,724.83
,RELIANCE,EQ,      1210.35,      1225.60,1.26,719.99
,HDFC,EQ,      2082.75,      2083.85,0.05,650.25
,BPCL,EQ,       384.20,       408.55,6.34,509.77
,TCS,EQ,      2133.60,      2141.95,0.39,489.36
,INDUSINDBK,EQ,      1390.25,      1398.60,0.6,486.44
,BAJFINANCE,EQ,      3382.35,      3427.35,1.33,452.85
,TATASTEEL,EQ,       365.05,       367.35,0.63,422.18
,INFY,EQ,       816.40,       829.30,1.58,398.25
,TITAN,EQ,      1086.10,      1123.40,3.43,381.96
,PEL,EQ,      1965.00,      1903.50,-3.13,353.73
,RBLBANK,EQ,       367.05,       371.15,1.12,342.18
,ITC,EQ,       240.75,       239.90,-0.35,337.2
,DRREDDY,EQ,      2767.05,      2731.55,-1.28,324.73
,IOC,EQ,       124.40,       130.10,4.58,324.41
,BANKBARODA,EQ,       101.10,        99.95,-1.14,323.73
,JINDALSTEL,EQ,       107.25,       109.00,1.63,303.38
,SBILIFE,EQ,       792.85,       798.30,0.69,294.37

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,BPCL,EQ,       408.55,       384.20,6.34
,IOC,EQ,       130.10,       124.40,4.58
,TITAN,EQ,      1123.40,      1086.10,3.43
,GAIL,EQ,       129.25,       125.75,2.78
,ICICIBANK,EQ,       413.40,       402.70,2.66

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,IBULHSGFIN,EQ,       442.25,       449.40,-1.59
,BHARTIARTL,EQ,       343.05,       347.55,-1.29
,DRREDDY,EQ,      2731.55,      2767.05,-1.28
,SUNPHARMA,EQ,       422.85,       427.80,-1.16
,HDFCBANK,EQ,      2257.45,      2270.85,-0.59

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        36.95,                  2713169.70,73823
,3IINFOTECH,EQ,         2.30,                  3272850.45,1439532
,3MINDIA,EQ,     20352.55,                 15490996.35,763
,3PLAND,EQ,         6.15,                      885.60,144
,5PAISA,EQ,       139.95,                  1984947.05,14195
,63MOONS,EQ,       121.30,                 21108461.00,172112
,700GS2021,GS,       105.00,                    14069.30,140
,824GS2027,GS,        98.00,                     9801.80,100
,8KMILES,EQ,        64.65,                 16330733.15,259614
,A2ZINFRA,EQ,        10.30,                  2099940.60,204211
,AARON,SM,        46.00,                   303600.00,6600
,AARTIDRUGS,EQ,       439.05,                  2742250.35,6289
,AARTIIND,EQ,      1583.30,                 25091734.60,15828
,AARVEEDEN,EQ,        16.45,                   327611.40,19956
,AARVI,SM,        28.50,                    57000.00,2000
,AAVAS,EQ,      1508.55,                 17338099.75,11479
,ABAN,EQ,        29.40,                  5618745.85,197920
,ABBOTINDIA,EQ,      9833.25,                 42211682.20,4298
,ABCAPITAL,EQ,        94.55,                 76717980.25,808919
,ABFRL,EQ,       189.30,                 69997809.45,371420
,ABMINTLTD,BE,        14.60,                    10705.10,728
,ABSLNN50ET,EQ,       266.21,                    21689.69,82
,ABSLRIF6RG,MF,         6.31,                    76567.00,11500
,ACCELYA,EQ,       831.95,                  1358358.55,1629
,ACCURACY,SM,        35.00,                   644800.00,17600
,ACE,EQ,        70.70,                  6978506.40,98014
,ADANIENT,EQ,       145.75,                512489586.30,3561056
,ADANIGAS,EQ,       143.25,                214077278.95,1503990
,ADANIGREEN,EQ,        50.25,                 34971247.25,706131
,ADANIPOWER,EQ,        64.60,                596246343.85,9349038
,ADANITRANS,EQ,       235.60,                 31461908.40,133527
,ADFFOODS,EQ,       275.85,                 13852329.20,50099
,ADHUNIK,BE,         1.00,                    29670.15,28811
,ADHUNIKIND,EQ,        90.85,                  3667522.30,40420
,ADLABS,EQ,         3.40,                   139052.50,40735
,ADORWELD,EQ,       310.80,                  7620230.85,24714
,ADROITINFO,BE,         8.40,                     6720.00,800
,ADSL,EQ,        13.90,                   785720.20,57479
,ADVANIHOTR,EQ,        52.45,                    62191.30,1178
,ADVENZYMES,EQ,       163.20,                  3803829.85,23303
,AEGISCHEM,EQ,       191.25,                 17685818.90,92306
,AFFLE,EQ,       896.15,                 80488165.20,90758
,AGARIND,EQ,       123.95,                  2996929.70,24083
,AGCNET,BE,       123.25,                   226781.60,1837
,AGLSL,EQ,        52.35,                    95790.00,1839
,AGRITECH,EQ,        48.90,                   381939.85,7878
,AGROPHOS,BE,        84.15,                   641032.75,7280
,AHIMSA,SM,        31.50,                   189000.00,6000
,AHLEAST,EQ,       169.70,                   228003.10,1357
,AHLUCONT,EQ,       309.90,                  1881439.45,6050
,AHLWEST,EQ,       313.60,                   213121.05,685
,AIAENG,EQ,      1572.15,                 54357595.75,34637
,AIONJSW,EQ,        14.05,                   846237.35,60324
,AIRAN,EQ,        12.25,                  1611156.20,133360
,AISL,SM,        34.00,                    40800.00,1200
,AJANTPHARM,EQ,      1059.30,                140998440.15,133503
,AJMERA,EQ,       132.55,                  9024362.60,69177
,AKSHARCHEM,EQ,       223.25,                  1337734.35,5946
,AKSHOPTFBR,EQ,         8.90,                  2864929.65,326729
