symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2025-08-14,237754,131117,55.15
ADANIPORTS,EQ,2025-08-14,2298528,1155705,50.28
BEL,EQ,2025-08-14,8046552,3933689,48.89
BOSCHLTD,EQ,2025-08-14,23267,11636,50.01
CUMMINSIND,EQ,2025-08-14,373609,277590,74.30
DIXON,EQ,2025-08-14,204312,78953,38.64
DLF,EQ,2025-08-14,1437774,557657,38.79
DMART,EQ,2025-08-14,646059,388537,60.14
ETERNAL,EQ,2025-08-14,45892250,28646523,62.42
HAL,EQ,2025-08-14,1265929,533247,42.12
HINDALCO,EQ,2025-08-14,4179259,2260753,54.09
INDHOTEL,EQ,2025-08-14,2975752,1942753,65.29
INDIGO,EQ,2025-08-14,767646,478317,62.31
LT,EQ,2025-08-14,1769702,1169250,66.07
MANAPPURAM,EQ,2025-08-14,17532209,3916475,22.34
MARUTI,EQ,2025-08-14,318580,193532,60.75
PAYTM,EQ,2025-08-14,4687371,1361429,29.04
PGEL,EQ,2025-08-14,6233238,1189392,19.08
SBIN,EQ,2025-08-14,7087573,3593064,50.70
SBIN,T0,2025-08-14,1,1,100.00
SUZLON,EQ,2025-08-14,61474611,20640334,33.58
TRENT,EQ,2025-08-14,697401,362671,52.00
