symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2019-12-05,1449.70,1455.85,1455.85,1436.00,1440.00,1440.15,1441.24,149868,2159.96,2650,131684,87.87
ADANIPORTS,EQ,2019-12-05,367.85,368.00,373.60,365.15,368.15,368.40,369.05,3179935,11735.58,36556,1245100,39.15
BEL,EQ,2019-12-05,101.25,101.80,103.30,101.45,102.05,102.05,102.49,6357842,6516.33,38619,2315599,36.42
BOSCHLTD,EQ,2019-12-05,15650.00,15739.00,15739.95,15480.15,15600.05,15658.30,15607.36,14070,2195.96,4618,5157,36.65
CUMMINSIND,EQ,2019-12-05,537.65,539.90,546.05,537.00,539.00,539.35,542.06,332307,1801.29,9636,73189,22.02
DIXON,EQ,2019-12-05,3483.35,3509.00,3597.00,3483.90,3514.70,3511.00,3549.30,75572,2682.28,11036,30024,39.73
DLF,EQ,2019-12-05,220.25,220.25,222.90,217.70,220.75,221.10,220.46,8570953,18895.24,54477,1522317,17.76
DMART,EQ,2019-12-05,1840.95,1844.95,1847.60,1820.20,1821.00,1824.75,1827.74,199193,3640.73,10827,93040,46.71
HAL,EQ,2019-12-05,772.15,779.00,779.00,765.40,765.40,768.80,768.99,6221,47.84,717,4385,70.49
HINDALCO,EQ,2019-12-05,201.10,199.05,201.45,197.25,198.10,198.55,199.39,4443222,8859.49,27255,845200,19.02
INDHOTEL,EQ,2019-12-05,148.65,150.00,151.00,147.20,148.05,148.15,148.59,567820,843.72,7024,365724,64.41
INDIGO,EQ,2019-12-05,1405.80,1379.60,1393.50,1317.25,1320.55,1321.25,1350.44,3271613,44181.24,105330,554443,16.95
LT,EQ,2019-12-05,1285.10,1294.00,1313.00,1285.15,1301.10,1302.20,1297.83,6644324,86232.36,192936,3815311,57.42
MANAPPURAM,EQ,2019-12-05,156.80,156.90,162.00,156.80,159.70,159.75,160.28,7383127,11833.67,34450,1925372,26.08
MARUTI,EQ,2019-12-05,7076.10,7090.00,7125.15,6990.55,6995.00,7012.85,7056.26,602894,42541.76,53458,137860,22.87
PGEL,EQ,2019-12-05,35.40,35.65,36.00,34.30,34.50,34.45,35.04,25440,8.91,414,17077,67.13
SBIN,EQ,2019-12-05,341.85,343.00,344.60,335.15,336.00,336.20,338.88,30429507,103120.41,217025,5669274,18.63
SBIN,N2,2019-12-05,11550.00,11485.00,11485.00,11485.00,11485.00,11485.00,11485.00,2,0.23,2,0,0.00
SBIN,N5,2019-12-05,11717.19,11721.10,11723.00,11710.00,11723.00,11720.14,11718.05,204,23.90,28,188,92.16
SUZLON,EQ,2019-12-05,2.25,2.30,2.30,2.15,2.30,2.25,2.24,14353359,321.44,19074,5472927,38.13
TRENT,EQ,2019-12-05,512.25,512.95,515.00,496.20,498.00,502.20,506.12,54481,275.74,2743,34969,64.19
