symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2016-06-13,1211.65,1207.80,0.0032,0.0162,,0.2999
ADANIPORTS,2016-06-13,202.60,202.75,-0.0007,0.0259,,0.4795
BEL,2016-06-13,1245.90,1265.70,-0.0158,0.0229,,0.4299
BOSCHLTD,2016-06-13,21597.95,21492.45,0.0049,0.0152,,0.2828
CUMMINSIND,2016-06-13,797.90,796.70,0.0015,0.0180,,0.3343
DLF,2016-06-13,130.40,134.10,-0.0280,0.0217,,0.4222
HINDALCO,2016-06-13,114.70,115.30,-0.0052,0.0314,,0.5827
INDHOTEL,2016-06-13,123.30,125.50,-0.0177,0.0170,,0.3248
INDIGO,2016-06-13,980.10,998.30,-0.0184,0.0222,,0.4203
LT,2016-06-13,1466.15,1487.70,-0.0146,0.0272,,0.5082
MANAPPURAM,2016-06-13,56.20,57.40,-0.0211,0.0375,,0.7012
MARUTI,2016-06-13,4134.75,4111.50,0.0056,0.0141,,0.2617
PGEL,2016-06-13,108.75,111.75,-0.0272,0.0217,,0.4222
SBIN,2016-06-13,201.80,205.95,-0.0204,0.0271,,0.5101
SUZLON,2016-06-13,16.95,17.25,-0.0175,0.0265,,0.4967
TRENT,2016-06-13,1693.65,1688.15,0.0033,0.0192,,0.3554
