symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-05-27,27037,15883,58.75
ADANIPORTS,EQ,2015-05-27,2585896,1595500,61.70
BEL,EQ,2015-05-27,83593,34156,40.86
BOSCHLTD,EQ,2015-05-27,25168,15358,61.02
CUMMINSIND,EQ,2015-05-27,384422,370886,96.48
DLF,EQ,2015-05-27,7445557,2071702,27.82
HINDALCO,EQ,2015-05-27,3168751,1759672,55.53
INDHOTEL,D1,2015-05-27,3434,2869,83.55
INDHOTEL,EQ,2015-05-27,402393,349844,86.94
LT,EQ,2015-05-27,1050392,528154,50.28
MANAPPURAM,EQ,2015-05-27,1022698,521374,50.98
MANAPPURAM,N5,2015-05-27,20,10,50.00
MARUTI,EQ,2015-05-27,283565,134994,47.61
PGEL,EQ,2015-05-27,35653,28737,80.60
SBIN,EQ,2015-05-27,12176680,4844746,39.79
SBIN,N1,2015-05-27,19,12,63.16
SBIN,N2,2015-05-27,98,50,51.02
SBIN,N3,2015-05-27,28,22,78.57
SBIN,N5,2015-05-27,51,42,82.35
SUZLON,EQ,2015-05-27,16540658,7012172,42.39
TRENT,EQ,2015-05-27,5457,2391,43.82
