symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2015-05-06,108594,33948,31.26
ADANIPORTS,EQ,2015-05-06,2247751,759137,33.77
BEL,EQ,2015-05-06,330084,166134,50.33
BOSCHLTD,EQ,2015-05-06,21560,7504,34.81
CUMMINSIND,EQ,2015-05-06,65463,49739,75.98
DLF,EQ,2015-05-06,9279235,3046689,32.83
HINDALCO,EQ,2015-05-06,9503948,4237166,44.58
INDHOTEL,D1,2015-05-06,8280,7961,96.15
INDHOTEL,EQ,2015-05-06,811476,695649,85.73
LT,EQ,2015-05-06,3229157,1828915,56.64
MANAPPURAM,EQ,2015-05-06,3169871,1727070,54.48
MANAPPURAM,NG,2015-05-06,6,6,100.00
MARUTI,EQ,2015-05-06,430929,160175,37.17
PGEL,EQ,2015-05-06,88882,36129,40.65
SBIN,EQ,2015-05-06,16335660,7986014,48.89
SBIN,N1,2015-05-06,5,5,100.00
SBIN,N3,2015-05-06,47,30,63.83
SBIN,N5,2015-05-06,310,295,95.16
SUZLON,EQ,2015-05-06,41375588,17020883,41.14
TRENT,EQ,2015-05-06,4638,3025,65.22
