,28-Nov-2019
The Nifty witnessed an intraday movement of about 58.85 points.The closing index was 0.42 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 42345.47
, Traded Quantity (in Lakhs), 24708.83
, Number of Trades, 12657683
, Total Market Capitalisation (Rs. Crores), 15396176.17

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12100.70,     12132.10,     12158.80,     12099.95,     12151.15,50.45
,NIFTY50 EQL Wgt,     12431.30,     12460.15,     12541.50,     12426.55,     12530.60,99.3
,NIFTY100 EQL Wgt,     13412.45,     13436.85,     13574.85,     13413.90,     13555.05,142.6
,NIFTY100 LowVol30,      8945.10,      8965.45,      8969.95,      8928.30,      8949.70,4.6
,NIFTY Alpha 50,     12689.05,     12719.10,     12775.70,     12682.20,     12768.60,79.55
,NIFTY MIDCAP 150,      6255.30,      6266.25,      6311.20,      6258.10,      6307.55,52.25
,NIFTY SMLCAP 50,      2739.45,      2743.80,      2769.45,      2740.75,      2767.95,28.5
,NIFTY SMLCAP 250,      4767.60,      4777.25,      4799.40,      4773.45,      4797.05,29.45
,NIFTY MIDSML 400,      5721.85,      5732.40,      5767.65,      5725.95,      5765.80,43.95
,NIFTY200 QUALTY30,      9822.70,      9845.45,      9883.20,      9813.90,      9872.00,49.3
,Nifty IT,     15022.15,     15069.15,     15136.20,     15042.65,     15121.75,99.6
,Nifty Next 50,     28468.70,     28500.85,     28835.35,     28454.95,     28765.60,296.9
,Nifty Bank,     31875.95,     31981.70,     32157.05,     31905.90,     32122.95,247
,NIFTY MIDCAP 100,     17042.95,     17076.75,     17222.55,     17055.35,     17211.75,168.8
,Nifty 500,      9815.95,      9838.45,      9874.90,      9816.75,      9869.75,53.8
,Nifty 100,     12217.50,     12246.75,     12286.60,     12216.35,     12278.45,60.95
,Nifty Midcap 50,      4685.40,      4693.55,      4755.20,      4690.40,      4751.80,66.4
,Nifty Realty,       276.30,       277.45,       280.00,       276.35,       279.30,3
,Nifty Infra,      3311.00,      3320.00,      3346.80,      3306.95,      3340.80,29.8
,Nifty Energy,     16271.85,     16302.45,     16402.00,     16215.15,     16367.05,95.2
,Nifty FMCG,     31221.95,     31277.60,     31290.30,     31101.10,     31263.40,41.45
,Nifty MNC,     13862.00,     13894.60,     13908.05,     13823.80,     13894.85,32.85
,Nifty Pharma,      8246.10,      8247.10,      8288.55,      8216.75,      8273.65,27.55
,Nifty PSE,      3247.40,      3253.35,      3283.80,      3239.25,      3277.25,29.85
,Nifty PSU Bank,      2625.30,      2646.60,      2725.85,      2637.45,      2716.95,91.65
,Nifty Serv Sector,     17088.60,     17141.35,     17175.40,     17084.80,     17157.40,68.8
,India VIX,14.6175,14.6175,14.6175,12.8875,13.9875,-0.6300
,Nifty Auto,      8202.85,      8213.95,      8223.15,      8150.20,      8179.75,-23.1
,Nifty Metal,      2602.85,      2604.00,      2662.80,      2597.90,      2656.85,54
,Nifty Media,      1881.90,      1875.50,      1899.15,      1857.05,      1881.20,-.7
,NIFTY SMLCAP 100,      5722.90,      5732.55,      5763.60,      5725.80,      5760.85,37.95
,Nifty 200,      6229.70,      6244.35,      6267.50,      6229.80,      6264.00,34.3
,Nifty Div Opps 50,      2540.20,      2545.30,      2562.80,      2539.85,      2561.00,20.8
,Nifty Commodities,      3419.80,      3424.65,      3465.15,      3416.60,      3461.55,41.75
,Nifty Consumption,      5030.25,      5036.45,      5041.85,      5012.85,      5031.75,1.5
,Nifty Fin Service,     14266.05,     14303.25,     14330.10,     14239.55,     14287.00,20.95
,Nifty50 Div Point,       117.35,       117.35,       117.35,       117.35,       117.35,0
,Nifty100 Liq 15,      3842.45,      3849.15,      3879.50,      3837.70,      3875.90,33.45
,Nifty CPSE,      1934.10,      1933.55,      1956.45,      1924.85,      1952.80,18.7
,Nifty GrowSect 15,      6442.60,      6447.80,      6457.35,      6401.60,      6424.20,-18.4
,Nifty50 PR 2x Lev,      5254.60,      5281.15,      5303.45,      5253.65,      5297.70,43.1
,Nifty50 PR 1x Inv,       385.20,       384.25,       385.30,       383.45,       383.65,-1.55
,Nifty50 TR 2x Lev,      6830.00,      6864.50,      6893.45,      6828.70,      6885.95,55.95
,Nifty50 TR 1x Inv,       337.95,       337.10,       338.00,       336.40,       336.55,-1.4
,Nifty50 Value 20,      5461.05,      5476.30,      5500.65,      5460.20,      5495.65,34.6
,Nifty Mid Liq 15,      4001.75,      4010.20,      4080.15,      4004.45,      4073.30,71.55
,Nifty Pvt Bank,     17556.45,     17600.20,     17720.05,     17567.00,     17698.80,142.35
,NIFTY100 Qualty30,      2721.45,      2727.15,      2734.70,      2718.90,      2732.20,10.75
,Nifty GS 8 13Yr,      2025.24,      2025.62,      2027.73,      2025.60,      2027.65,2.41
,Nifty GS 10Yr,      1867.50,      1867.84,      1870.43,      1867.84,      1870.29,2.79
,Nifty GS 10Yr Cln,       949.31,       949.31,       950.64,       949.31,       950.57,1.26
,Nifty GS 4 8Yr,      2147.37,      2147.79,      2149.56,      2147.79,      2149.47,2.1
,Nifty GS 11 15Yr,      2142.01,      2142.43,      2143.98,      2142.43,      2143.62,1.61
,Nifty GS 15YrPlus,      2304.79,      2305.24,      2310.58,      2305.24,      2310.36,5.57
,Nifty GS Compsite,      2059.00,      2059.40,      2061.30,      2059.38,      2061.29,2.29

,ADVANCES,971
,DECLINES,869
,UNCHANGED,114

,Total securities that have hit their price bands today,365

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,IBULHSGFIN,EQ,       268.15,       334.75,24.84,5189.84
,ICICIBANK,EQ,       505.50,       519.15,2.7,1843.4
,ZEEL,EQ,       319.50,       311.00,-2.66,1741.31
,YESBANK,EQ,        68.25,        70.05,2.64,1550.32
,SBIN,EQ,       343.55,       349.30,1.67,1481.33
,RBLBANK,EQ,       367.55,       381.00,3.66,1258.21
,INFRATEL,EQ,       225.30,       256.60,13.89,1089.41
,RELIANCE,EQ,      1569.85,      1580.30,0.67,990.64
,BHARTIARTL,EQ,       433.35,       436.65,0.76,955.99
,HDFC,EQ,      2336.30,      2309.75,-1.14,849.06
,INDUSINDBK,EQ,      1526.35,      1568.25,2.75,784.82
,HDFCBANK,EQ,      1278.40,      1265.30,-1.02,784.66
,AXISBANK,EQ,       752.90,       750.60,-0.31,692.9
,TATASTEEL,EQ,       421.35,       432.10,2.55,676.9
,TCS,EQ,      2054.30,      2077.35,1.12,608.67
,LT,EQ,      1335.50,      1349.90,1.08,604.32
,BANKBARODA,EQ,       102.15,       106.40,4.16,484.54
,MARUTI,EQ,      7294.40,      7261.25,-0.45,437.15
,UPL,EQ,       551.85,       579.90,5.08,430.87
,BPCL,EQ,       505.90,       510.00,0.81,397.84
,BAJFINANCE,EQ,      4118.35,      4102.05,-0.4,397.62
,L&TFH,EQ,       107.70,       114.50,6.31,376.85
,KOTAKBANK,EQ,      1617.90,      1615.00,-0.18,361.45
,IDEA,EQ,         5.90,         6.60,11.86,360.53
,INFY,EQ,       695.75,       701.85,0.88,337.93

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,INFRATEL,EQ,       256.60,       225.30,13.89
,UPL,EQ,       579.90,       551.85,5.08
,JSWSTEEL,EQ,       263.95,       252.95,4.35
,INDUSINDBK,EQ,      1568.25,      1526.35,2.75
,ICICIBANK,EQ,       519.15,       505.50,2.7

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,ZEEL,EQ,       311.00,       319.50,-2.66
,HEROMOTOCO,EQ,      2466.30,      2523.25,-2.26
,HDFC,EQ,      2309.75,      2336.30,-1.14
,HDFCBANK,EQ,      1265.30,      1278.40,-1.02
,TATAMOTORS,EQ,       164.80,       165.90,-0.66

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        34.10,                   883833.35,25836
,21STCENMGM,EQ,        13.10,                     3993.10,301
,3IINFOTECH,EQ,         2.00,                  1108129.35,558857
,3MINDIA,EQ,     22352.65,                 32528564.00,1452
,3PLAND,EQ,         6.15,                     7558.75,1271
,5PAISA,EQ,       162.95,                  2172420.40,13350
,63MOONS,EQ,       104.15,                 20354994.15,195489
,759GS2026,GS,       100.00,                      100.00,1
,772GS2049,GS,        99.25,                     9925.00,100
,824GS2027,GS,        97.00,                    19400.00,200
,A2ZINFRA,EQ,         8.95,                   896587.30,101329
,AAKASH,SM,        45.45,                    90900.00,2000
,AARON,SM,        48.85,                   161205.00,3300
,AARTIDRUGS,EQ,       520.95,                  3783528.55,7251
,AARTIIND,EQ,       847.80,                 87368195.40,104629
,AARVEEDEN,EQ,        12.60,                    72065.55,5789
,AAVAS,EQ,      1794.30,                 34750016.45,19437
,ABAN,BE,        26.30,                  1049936.50,39956
,ABB,EQ,      1447.00,                 45633444.05,31618
,ABBOTINDIA,EQ,     12743.10,                 97330258.30,7661
,ABCAPITAL,EQ,       110.15,                768798424.65,6977307
,ABFRL,EQ,       220.90,                 69332948.05,314077
,ABINFRA,SM,        13.05,                   522000.00,40000
,ABSLBANETF,EQ,       319.51,                    16565.87,52
,ABSLFTQWDG,MF,         8.80,                   352000.00,40000
,ABSLNN50ET,EQ,       289.18,                    13315.82,46
,ACCELYA,EQ,       953.60,                  4434783.00,4656
,ACCURACY,SM,        28.40,                   541360.00,19200
,ACE,EQ,        76.70,                  9310778.00,119879
,ADANIENT,EQ,       213.10,                905687060.75,4234343
,ADANIGAS,EQ,       149.45,                445223325.35,2975528
,ADANIGREEN,EQ,       132.15,                396985920.90,3053265
,ADANIPOWER,EQ,        61.55,                335177156.55,5416336
,ADANITRANS,EQ,       279.85,                 50635371.40,180181
,ADFFOODS,EQ,       289.85,                  5502792.20,18989
,ADHUNIK,BZ,          .50,                    11887.85,23806
,ADHUNIKIND,EQ,       118.80,                 10383289.05,86100
,ADLABS,BE,         4.00,                    94180.00,23545
,ADORWELD,EQ,       312.80,                  2994946.35,9557
,ADROITINFO,BE,         9.35,                    33451.25,3573
,ADSL,EQ,        25.70,                 50766535.55,2000669
,ADVANIHOTR,EQ,        55.40,                   286319.30,5206
,ADVENZYMES,EQ,       168.40,                 20077114.50,118812
,AEGISCHEM,EQ,       194.15,                 38977873.30,200406
,AFFLE,EQ,      1567.60,                190958979.15,120084
,AGARIND,EQ,       100.95,                  1199006.15,11902
,AGCNET,BE,       125.00,                   118511.70,950
,AGRITECH,EQ,        42.70,                   261781.45,6100
,AGROPHOS,EQ,       132.45,                106319004.55,804331
,AHIMSA,SM,        30.80,                   369000.00,12000
,AHLEAST,EQ,       175.80,                   352927.40,2005
,AHLUCONT,EQ,       274.65,                   464698.25,1685
,AHLWEST,EQ,       334.25,                   589087.45,1788
,AIAENG,EQ,      1647.75,                 20033814.55,12198
,AIONJSW,EQ,         9.95,                   903873.05,90446
,AIRAN,EQ,        10.90,                   304504.35,28255
,AIROLAM,SM,        31.00,                   542100.00,18000
,AJANTPHARM,EQ,       999.90,                 48103511.10,48149
,AJMERA,EQ,       120.15,                  4826091.05,40410
