,04-Nov-2019
The Nifty witnessed an intraday movement of about 83.8 points.The closing index was 0.43 % up as compared to the previous closing index.

, Traded Value (Rs. In Crores), 40219.26
, Traded Quantity (in Lakhs), 22139.84
, Number of Trades, 13663753
, Total Market Capitalisation (Rs. Crores), 15276963.84

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     11890.60,     11928.90,     11989.15,     11905.35,     11941.30,50.7
,NIFTY50 EQL Wgt,     12424.80,     12436.50,     12547.85,     12433.75,     12472.45,47.65
,NIFTY100 EQL Wgt,     13430.80,     13451.75,     13556.95,     13424.70,     13449.45,18.65
,NIFTY100 LowVol30,      9105.75,      9128.25,      9153.15,      9095.55,      9115.05,9.3
,NIFTY Alpha 50,     12810.30,     12861.35,     12923.35,     12825.35,     12841.05,30.75
,NIFTY MIDCAP 150,      6222.50,      6250.15,      6274.00,      6211.30,      6216.30,-6.2
,NIFTY SMLCAP 50,      2800.40,      2820.90,      2835.25,      2801.15,      2805.95,5.55
,NIFTY SMLCAP 250,      4817.60,      4846.20,      4869.95,      4833.05,      4839.00,21.4
,NIFTY MIDSML 400,      5719.85,      5747.95,      5771.85,      5719.55,      5724.00,4.15
,NIFTY200 QUALTY30,     10136.05,     10155.85,     10164.65,     10069.60,     10103.45,-32.6
,Nifty IT,     15471.20,     15474.00,     15803.35,     15428.50,     15591.30,120.1
,Nifty Next 50,     28706.55,     28760.05,     28913.90,     28608.70,     28652.90,-53.65
,Nifty Bank,     30330.55,     30415.90,     30607.05,     30227.25,     30333.10,2.55
,NIFTY MIDCAP 100,     16880.75,     16938.45,     17031.70,     16848.50,     16864.35,-16.4
,Nifty 500,      9704.00,      9736.75,      9780.00,      9712.10,      9732.40,28.4
,Nifty 100,     12047.80,     12084.15,     12140.60,     12056.35,     12089.15,41.35
,Nifty Midcap 50,      4657.45,      4670.80,      4708.65,      4644.95,      4654.95,-2.5
,Nifty Realty,       271.15,       272.70,       273.45,       268.75,       269.60,-1.55
,Nifty Infra,      3302.45,      3318.85,      3333.85,      3305.15,      3309.50,7.05
,Nifty Energy,     16381.05,     16431.25,     16485.70,     16335.40,     16373.50,-7.55
,Nifty FMCG,     32449.85,     32541.10,     32644.90,     32228.30,     32255.70,-194.15
,Nifty MNC,     14249.95,     14291.65,     14356.20,     14196.20,     14210.30,-39.65
,Nifty Pharma,      7949.45,      7983.60,      8030.15,      7925.25,      7966.85,17.4
,Nifty PSE,      3430.85,      3433.50,      3456.20,      3427.90,      3437.60,6.75
,Nifty PSU Bank,      2542.45,      2558.75,      2596.75,      2544.55,      2560.35,17.9
,Nifty Serv Sector,     16520.30,     16563.50,     16694.40,     16544.60,     16621.85,101.55
,India VIX,15.7325,15.7325,16.3650,13.4950,15.9250,0.1925
,Nifty Auto,      8392.90,      8377.10,      8417.80,      8266.65,      8280.35,-112.55
,Nifty Metal,      2561.75,      2578.85,      2660.10,      2578.35,      2642.15,80.4
,Nifty Media,      1924.85,      1915.80,      1919.85,      1858.25,      1865.95,-58.9
,NIFTY SMLCAP 100,      5789.40,      5826.90,      5852.85,      5790.70,      5797.60,8.2
,Nifty 200,      6146.05,      6164.85,      6193.45,      6149.50,      6164.25,18.2
,Nifty Div Opps 50,      2630.30,      2635.20,      2653.10,      2632.35,      2637.20,6.9
,Nifty Commodities,      3441.70,      3454.55,      3502.30,      3453.60,      3479.40,37.7
,Nifty Consumption,      5168.05,      5178.15,      5185.20,      5125.80,      5132.30,-35.75
,Nifty Fin Service,     13585.30,     13649.45,     13705.90,     13570.05,     13671.10,85.8
,Nifty50 Div Point,       117.35,       117.35,       117.35,       117.35,       117.35,0
,Nifty100 Liq 15,      3774.80,      3777.90,      3816.20,      3758.35,      3765.10,-9.7
,Nifty CPSE,      2054.85,      2055.40,      2073.20,      2053.00,      2067.40,12.55
,Nifty GrowSect 15,      6336.65,      6349.85,      6371.75,      6302.00,      6322.70,-13.95
,Nifty50 PR 2x Lev,      5093.80,      5124.75,      5176.15,      5105.20,      5135.35,41.55
,Nifty50 PR 1x Inv,       390.85,       389.75,       390.50,       387.75,       389.30,-1.55
,Nifty50 TR 2x Lev,      6621.00,      6661.20,      6728.00,      6635.80,      6675.00,54
,Nifty50 TR 1x Inv,       342.85,       341.85,       342.55,       340.15,       341.50,-1.35
,Nifty50 Value 20,      5534.40,      5538.70,      5597.45,      5536.50,      5559.60,25.2
,Nifty Mid Liq 15,      3966.05,      3978.45,      3991.30,      3938.45,      3942.55,-23.5
,Nifty Pvt Bank,     16730.15,     16746.50,     16875.15,     16657.00,     16710.05,-20.1
,NIFTY100 Qualty30,      2781.45,      2786.40,      2795.30,      2770.15,      2777.45,-4
,Nifty GS 8 13Yr,      2015.13,      2015.52,      2015.52,      2013.95,      2014.40,-.73
,Nifty GS 10Yr,      1862.64,      1862.97,      1862.97,      1860.84,      1861.72,-.92
,Nifty GS 10Yr Cln,       950.91,       950.91,       950.91,       949.81,       950.26,-.65
,Nifty GS 4 8Yr,      2135.60,      2136.02,      2136.02,      2135.13,      2135.26,-.34
,Nifty GS 11 15Yr,      2136.37,      2136.79,      2136.79,      2134.06,      2134.06,-2.31
,Nifty GS 15YrPlus,      2305.39,      2305.84,      2306.78,      2305.84,      2306.78,1.39
,Nifty GS Compsite,      2048.80,      2049.19,      2049.19,      2047.82,      2048.11,-.69

,ADVANCES,1075
,DECLINES,774
,UNCHANGED,125

,Total securities that have hit their price bands today,401

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,YESBANK,EQ,        66.60,        66.15,-0.68,2770.02
,INFY,EQ,       687.90,       709.00,3.07,2098.46
,HDFC,EQ,      2128.60,      2181.30,2.48,1421.44
,TATASTEEL,EQ,       399.50,       409.15,2.42,1200.04
,SBIN,EQ,       313.55,       314.30,0.24,995.26
,IBULHSGFIN,EQ,       218.60,       218.80,0.09,948.89
,ZEEL,EQ,       309.50,       296.10,-4.33,946.32
,RELIANCE,EQ,      1456.90,      1457.65,0.05,936.29
,JINDALSTEL,EQ,       123.35,       137.20,11.23,903.52
,BAJFINANCE,EQ,      4069.85,      4113.00,1.06,769.24
,ICICIBANK,EQ,       462.25,       470.50,1.78,762.7
,HDFCLIFE,EQ,       612.70,       593.30,-3.17,718.11
,TATAMOTORS,EQ,       175.05,       172.20,-1.63,707.54
,MARUTI,EQ,      7618.65,      7424.00,-2.55,618.24
,HDFCBANK,EQ,      1240.05,      1236.85,-0.26,615.57
,AXISBANK,EQ,       748.30,       742.60,-0.76,583.83
,TCS,EQ,      2200.90,      2193.95,-0.32,581.53
,INDUSINDBK,EQ,      1379.85,      1352.30,-2,499.59
,BAJAJFINSV,EQ,      8384.75,      8706.60,3.84,477.42
,JSWSTEEL,EQ,       237.60,       250.20,5.3,440.94
,VEDL,EQ,       153.05,       157.60,2.97,420.09
,TECHM,EQ,       760.45,       769.50,1.19,378.87
,RBLBANK,EQ,       310.45,       309.65,-0.26,372.13
,ULTRACEMCO,EQ,      4162.75,      4238.70,1.82,370.99
,INFRATEL,EQ,       202.45,       214.85,6.12,362.82

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,INFRATEL,EQ,       214.85,       202.45,6.12
,JSWSTEEL,EQ,       250.20,       237.60,5.3
,BAJAJFINSV,EQ,      8706.60,      8384.75,3.84
,COALINDIA,EQ,       215.00,       207.10,3.81
,INFY,EQ,       709.00,       687.90,3.07

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,ZEEL,EQ,       296.10,       309.50,-4.33
,IOC,EQ,       138.70,       142.65,-2.77
,MARUTI,EQ,      7424.00,      7618.65,-2.55
,HEROMOTOCO,EQ,      2643.50,      2707.15,-2.35
,INDUSINDBK,EQ,      1352.30,      1379.85,-2

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        37.35,                  1163619.10,30798
,21STCENMGM,EQ,        13.50,                     2283.50,171
,3IINFOTECH,EQ,         2.00,                  1971743.90,988118
,3MINDIA,EQ,     22314.85,                 34867768.45,1559
,3PLAND,EQ,         6.50,                      812.50,125
,5PAISA,EQ,       166.25,                  1931269.90,11522
,63MOONS,EQ,       117.60,                 18184136.35,152881
,74GS2035,GS,        89.25,                      178.50,2
,772GS2055,GS,       104.00,                    20800.00,200
,A2ZINFRA,EQ,        10.00,                 13508375.00,1288068
,AAKASH,SM,        32.00,                   128000.00,4000
,AARON,SM,        49.00,                   161700.00,3300
,AARTIDRUGS,EQ,       526.60,                  4265228.95,8039
,AARTIIND,EQ,       852.10,                 67534572.95,78171
,AARVEEDEN,EQ,        14.30,                    60605.65,4203
,AAVAS,EQ,      1532.55,                 38178670.50,24641
,ABAN,BE,        29.40,                  1139413.60,38984
,ABB,EQ,      1456.70,                 52149016.30,35652
,ABBOTINDIA,EQ,     11987.25,                147671894.35,12263
,ABCAPITAL,EQ,        83.35,                238568477.55,2829489
,ABFRL,EQ,       213.70,                 43127883.35,202328
,ABINFRA,SM,        17.30,                    69200.00,4000
,ABMINTLTD,BE,        14.10,                      366.60,26
,ABSLBANETF,EQ,       330.00,                    30030.00,91
,ABSLRIF6RG,MF,         7.45,                   234675.00,31500
,ACCELYA,EQ,       939.00,                  3299663.35,3523
,ACCURACY,SM,        29.20,                    46720.00,1600
,ACE,EQ,        84.05,                  6599024.70,79086
,ADANIENT,EQ,       200.90,                797281263.35,3965499
,ADANIGAS,EQ,       147.90,                119478487.80,806625
,ADANIGREEN,EQ,        92.65,                306277084.05,3284998
,ADANIPOWER,EQ,        71.60,               2356982778.05,32691051
,ADANITRANS,EQ,       284.50,                114529772.15,405314
,ADFFOODS,EQ,       307.75,                138350125.95,438974
,ADHUNIK,BZ,          .65,                     5999.50,9230
,ADHUNIKIND,EQ,       121.45,                  3476302.85,28311
,ADLABS,EQ,         2.70,                    50627.70,18751
,ADORWELD,EQ,       315.40,                   255827.00,802
,ADROITINFO,BE,         7.50,                     8909.85,1161
,ADSL,EQ,        14.95,                   759222.00,51142
,ADVANIHOTR,EQ,        58.35,                   200374.75,3434
,ADVENZYMES,EQ,       191.05,                 81026365.95,409891
,AEGISCHEM,EQ,       169.05,                 21419485.35,125437
,AFFLE,EQ,      1417.90,                164179806.00,114612
,AGARIND,EQ,       115.50,                   175486.00,1519
,AGCNET,BE,       112.55,                   115829.50,990
,AGRITECH,EQ,        48.35,                   476267.15,9826
,AGROPHOS,EQ,       116.95,                 79326324.45,678850
,AHLADA,SM,        58.80,                    58800.00,1000
,AHLEAST,EQ,       180.20,                   257506.10,1435
,AHLUCONT,EQ,       306.15,                  3452935.20,11303
,AHLWEST,EQ,       273.80,                  1309367.70,4878
,AIAENG,EQ,      1677.40,                  9095588.65,5411
,AIFL,BZ,         1.75,                     4592.00,2624
,AIONJSW,EQ,        10.00,                  2019602.15,201982
,AIRAN,EQ,        12.75,                   240468.45,18865
,AIROLAM,SM,        28.00,                   167700.00,6000
,AISL,SM,        28.00,                    66000.00,2400
,AJANTPHARM,EQ,      1004.50,                400378369.90,385788
,AJMERA,EQ,       121.50,                 11281696.15,90940
