,04-Dec-14,,,,,,
The Nifty witnessed an intraday movement of about 100.55 points.The closing index was 0.31 % up as compared to the previous closing index.,,,,,,,
,,,,,,,
, Traded Value (Rs. In Crores),18359.4,,,,,
, Traded Quantity (in Lakhs),9656.6,,,,,
, Number of Trades,7710787,,,,,
, Total Market Capitalisation (Rs. Crores),9826730.05,,,,,
,,,,,,,
,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,CNX Nifty,8537.65,8582.4,8626.95,8526.4,8564.4,26.75
,CNX IT,11807.9,11809.55,11895.15,11732.25,11748.75,-59.15
,CNX Nifty Junior,18924.9,18970.2,19031.4,18856.95,18970.25,45.35
,BANK Nifty,18645.85,18758.8,18793.15,18575.35,18782.85,137
,CNX Midcap,12672.85,12718,12755.7,12623.25,12736.7,63.85
,CNX 500,6935.55,6968,6995.7,6928.15,6960.75,25.2
,CNX 100,8522.75,8563.65,8603.1,8509.3,8548.5,25.75
,Nifty Midcap 50,3479.75,3491.25,3504.9,3444.7,3488.5,8.75
,CNX Realty,220.15,221.5,223.3,219.5,220.5,0.35
,CNX Infra,3238.15,3245.2,3257.3,3197.8,3203.25,-34.9
,CNX Energy,9244.85,9264.25,9311.25,9169.1,9191.6,-53.25
,CNX FMCG,20305.9,20618.4,21014.9,20618.4,20987.15,681.25
,CNX MNC,9195.5,9208.6,9380,9208.6,9354.55,159.05
,CNX Pharma,11324.35,11358.8,11379.85,11294.6,11309.35,-15
,CNX PSE,3659,3673.3,3686.1,3643.2,3658.45,-0.55
,CNX PSU Bank,4278.35,4298.25,4318.25,4224.3,4309.3,30.95
,CNX Service,10834.05,10873.25,10918,10776.2,10840.45,6.4
,India VIX,12.3675,12.3675,12.635,10.715,12.445,0.0775
,CNX AUTO,8594.9,8647.35,8673.2,8558.35,8587.7,-7.2
,CNX Metal,2808.2,2815.95,2823.85,2779.8,2811.05,2.85
,CNX Media,2360.2,2366.45,2375.2,2343.5,2360.95,0.75
,CNX Smallcap,5302.35,5322.7,5355.5,5302.15,5344.2,41.85
,CNX 200,4393.1,4414.1,4433.55,4386.3,4407.95,14.85
,CNX Dividend Oppt,2208.9,2217.5,2229.5,2206.45,2224.3,15.4
,CNX Commodities,2801.6,2809.35,2819.2,2784.8,2796.25,-5.35
,CNX Consumption,3474.5,3487.5,3501.05,3468.35,3479.05,4.55
,CNX Finance,7433.4,7482.45,7500.1,7401.9,7484.05,50.65
,Nifty Dividend,95.24,95.24,95.24,95.24,95.24,0
,LIX 15,3944.25,3962.55,3972.6,3901.9,3938.45,-5.8
,CPSE Index,2552.6,2563.1,2572.75,2538.3,2557.3,4.7
,NI15,5010.15,5036.45,5065.4,5022.05,5034.45,24.3
,NIFTY PR 2X LEV,3939.5,3979.9,4018.45,3929.15,3963.35,23.85
,NIFTY PR 1X INV,435.7,433.5,436.3,431.4,434.45,-1.25
,NIFTY TR 2X LEV,4504.75,4551,4595.05,4492.9,4532,27.25
,NIFTY TR 1X INV,407.3,405.3,407.9,403.3,406.15,-1.15
,,,,,,,
,ADVANCES,802,,,,,
,DECLINES,718,,,,,
,UNCHANGED,83,,,,,
,,,,,,,
,Total securities that have hit their price bands today,136,,,,,
,,,,,,,
,TOP 25 Securities Today :,,,,,,
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs),
,ITC,EQ,363.25,383.15,5.48,676.81,
,INFY,EQ,2123.5,2101.8,-1.02,496.08,
,ICICIBANK,EQ,1794.1,362.2,-79.81,445.59,
,SBIN,EQ,317.95,320.3,0.74,439.34,
,WOCKPHARMA,EQ,971,998.75,2.86,339.04,
,MRF,EQ,37496,37615.25,0.32,280.56,
,BEL,EQ,2633.25,2929.9,11.27,271.65,
,YESBANK,EQ,741.3,759.6,2.47,242.28,
,RELIANCE,EQ,968.35,958.55,-1.01,237.45,
,HDFC,EQ,1104.6,1113,0.76,227.23,
,BEML,EQ,790.85,830.6,5.03,225.63,
,NBCC,EQ,832.65,879.6,5.64,210.42,
,BOSCHLTD,EQ,19784.8,20522.35,3.73,202.79,
,BHARTIARTL,EQ,378.4,369.9,-2.25,197.07,
,LT,EQ,1644.15,1629.3,-0.9,193.37,
,TATAMOTORS,EQ,529,527.75,-0.24,189.73,
,RELCAPITAL,EQ,540.2,535.9,-0.8,181.97,
,EICHERMOT,EQ,15235.55,15432,1.29,171.87,
,TCS,EQ,2635.35,2637.95,0.1,169.88,
,STAR,EQ,926.45,976.75,5.43,168.89,
,SIEMENS,EQ,903,976,8.08,166.31,
,ONGC,EQ,371.45,370.8,-0.17,163.53,
,HDFCBANK,EQ,933.1,941.4,0.89,160.24,
,KPIT,EQ,172.1,182.75,6.19,158.34,
,TATASTEEL,EQ,463.75,461.85,-0.41,153.27,
,,,,,,,
,Top Five CNX Nifty Gainers:,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
,ITC,EQ,383.15,363.25,5.48,,
,SSLT,EQ,237.15,230.85,2.73,,
,BPCL,EQ,726.55,710.85,2.21,,
,CIPLA,EQ,659.25,650.2,1.39,,
,NMDC,EQ,139.8,138.15,1.19,,
,,,,,,,
,Top Five CNX Nifty Losers:,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE,,
,BHARTIARTL,EQ,369.9,378.4,-2.25,,
,HINDALCO,EQ,165.9,169.05,-1.86,,
,HCLTECH,EQ,1623.85,1654.6,-1.86,,
,M&M,EQ,1265.1,1286.75,-1.68,,
,TATAPOWER,EQ,89.15,90.65,-1.65,,
,,,,,,,
,Securities Price Volume Data in Normal market,,,,,,
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY,,
,20MICRONS,EQ,30.35,968888,31939,,
,3IINFOTECH,EQ,8,7743793.95,962252,,
,3MINDIA,EQ,6444.85,14084798.9,2167,,
,3RDROCK,IT,105,1346205,12821,,
,8KMILES,EQ,606.4,19960539.25,32720,,
,A2ZMES,EQ,19.1,2080264.4,108424,,
,AARTIDRUGS,EQ,814.35,2760026.65,3384,,
