symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2016-11-29,32679,22047,67.47
ADANIPORTS,EQ,2016-11-29,4965658,2543582,51.22
BEL,EQ,2016-11-29,891929,268519,30.11
BOSCHLTD,EQ,2016-11-29,24774,13894,56.08
CUMMINSIND,EQ,2016-11-29,99989,59798,59.80
DLF,EQ,2016-11-29,7594261,843782,11.11
HINDALCO,EQ,2016-11-29,9819481,2794941,28.46
INDHOTEL,EQ,2016-11-29,484409,313830,64.79
INDIGO,EQ,2016-11-29,157449,104641,66.46
LT,EQ,2016-11-29,1160885,704097,60.65
MANAPPURAM,EQ,2016-11-29,8672740,3438712,39.65
MARUTI,EQ,2016-11-29,874897,377892,43.19
PGEL,EQ,2016-11-29,4398,3707,84.29
SBIN,EQ,2016-11-29,12656706,3910411,30.90
SBIN,N2,2016-11-29,232,232,100.00
SBIN,N5,2016-11-29,225,223,99.11
SBIN,N6,2016-11-29,5,5,100.00
SUZLON,EQ,2016-11-29,9547073,2977032,31.18
TRENT,EQ,2016-11-29,56901,40109,70.49
