symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2024-05-14,856307,190640,22.26
ADANIPORTS,EQ,2024-05-14,2989543,793086,26.53
BEL,EQ,2024-05-14,23191411,12693741,54.73
BOSCHLTD,EQ,2024-05-14,82044,26549,32.36
CUMMINSIND,EQ,2024-05-14,415369,187840,45.22
DIXON,EQ,2024-05-14,388314,140504,36.18
DLF,EQ,2024-05-14,5869025,1680747,28.64
DMART,EQ,2024-05-14,376741,192190,51.01
HAL,EQ,2024-05-14,2964966,1021653,34.46
HINDALCO,EQ,2024-05-14,8339846,3672872,44.04
INDHOTEL,EQ,2024-05-14,2878223,1481049,51.46
INDIGO,EQ,2024-05-14,682523,292657,42.88
LT,EQ,2024-05-14,2870328,1843187,64.22
MANAPPURAM,EQ,2024-05-14,4470546,1588035,35.52
MARUTI,EQ,2024-05-14,331037,180779,54.61
PAYTM,EQ,2024-05-14,1471994,913339,62.05
PGEL,EQ,2024-05-14,34015,12602,37.05
SBIN,EQ,2024-05-14,10912462,3908344,35.82
TRENT,EQ,2024-05-14,559577,356434,63.70
