symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2016-01-14,1013.60,1019.85,-0.0061,0.0192,,0.3573
ADANIPORTS,2016-01-14,227.80,230.20,-0.0105,0.0196,,0.3668
BEL,2016-01-14,1307.70,1339.75,-0.0242,0.0169,,0.3324
BOSCHLTD,2016-01-14,18050.45,18001.85,0.0027,0.0132,,0.2445
CUMMINSIND,2016-01-14,982.25,973.20,0.0093,0.0114,,0.2159
DLF,2016-01-14,105.85,110.10,-0.0394,0.0290,,0.5674
HINDALCO,2016-01-14,74.70,76.70,-0.0264,0.0253,,0.4853
INDHOTEL,2016-01-14,116.95,119.55,-0.0220,0.0214,,0.4088
INDIGO,2016-01-14,1200.00,1228.80,-0.0237,0.0344,,0.6477
LT,2016-01-14,1134.65,1156.75,-0.0193,0.0135,,0.2656
MANAPPURAM,2016-01-14,28.40,28.60,-0.0070,0.0280,,0.5197
MARUTI,2016-01-14,4248.25,4291.25,-0.0101,0.0147,,0.2770
PGEL,2016-01-14,134.75,133.85,0.0067,0.0465,,0.8616
SBIN,2016-01-14,196.05,200.90,-0.0244,0.0162,,0.3210
SUZLON,2016-01-14,20.20,20.75,-0.0269,0.0244,,0.4700
TRENT,2016-01-14,1635.70,1664.20,-0.0173,0.0221,,0.4165
