symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2008-12-16,547352,253031,46.23
BEL,EQ,2008-12-16,91290,82390,90.25
BOSCHLTD,EQ,2008-12-16,10785,10379,96.24
CUMMINSIND,EQ,2008-12-16,27448,12492,45.51
DLF,EQ,2008-12-16,12238912,1228636,10.04
HINDALCO,EQ,2008-12-16,4783085,1282905,26.82
INDHOTEL,EQ,2008-12-16,703495,484064,68.81
INDHOTEL,N4,2008-12-16,436,436,100.00
LT,EQ,2008-12-16,3439719,911257,26.49
MARUTI,EQ,2008-12-16,1443868,750710,51.99
SBIN,EQ,2008-12-16,3989086,955913,23.96
SUZLON,EQ,2008-12-16,42000652,5365026,12.77
TRENT,EQ,2008-12-16,4638,3345,72.12
