symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2022-03-17,2190.95,2205.00,2208.00,2090.00,2096.90,2101.35,2145.55,603010,12937.88,29710,378379,62.75
ADANIPORTS,EQ,2022-03-17,723.80,730.50,743.80,729.55,738.50,740.10,738.79,4957379,36624.37,83927,2153753,43.45
BEL,EQ,2022-03-17,209.00,210.20,211.80,207.00,208.95,209.40,208.74,12089842,25236.06,107510,8156226,67.46
BOSCHLTD,EQ,2022-03-17,14081.60,14257.90,14698.00,14220.85,14544.90,14585.75,14521.97,95719,13900.29,21963,36446,38.08
CUMMINSIND,EQ,2022-03-17,1026.50,1031.00,1042.20,1012.15,1026.25,1023.30,1025.31,769485,7889.60,26356,443177,57.59
DIXON,EQ,2022-03-17,4413.20,4488.00,4545.00,4454.00,4483.25,4478.60,4489.50,816551,36659.09,57846,361395,44.26
DLF,EQ,2022-03-17,355.50,358.50,364.95,357.35,362.50,363.05,362.24,8990234,32565.84,83219,2880727,32.04
DMART,EQ,2022-03-17,4169.55,4218.00,4239.00,4166.10,4185.05,4192.75,4199.26,608024,25532.49,57728,364483,59.95
HAL,EQ,2022-03-17,1462.15,1486.00,1494.00,1435.00,1450.00,1445.80,1465.15,1222533,17911.92,53342,391456,32.02
HINDALCO,EQ,2022-03-17,572.70,575.05,584.40,573.85,576.00,576.80,578.66,11581454,67016.85,127860,5144483,44.42
INDHOTEL,EQ,2022-03-17,210.80,212.25,215.00,207.90,208.90,208.50,211.63,4300782,9101.66,35204,1313079,30.53
INDIGO,EQ,2022-03-17,1899.80,1930.00,1944.00,1883.05,1895.00,1897.05,1899.77,1295677,24614.88,45987,504994,38.98
LT,EQ,2022-03-17,1756.20,1781.15,1804.60,1768.45,1791.00,1787.90,1789.50,3383036,60539.56,107909,2111694,62.42
MANAPPURAM,EQ,2022-03-17,116.75,118.00,120.50,117.90,118.35,118.20,119.06,6251606,7443.46,25248,2524928,40.39
MARUTI,EQ,2022-03-17,7485.80,7574.00,7741.95,7530.00,7686.00,7693.00,7665.99,1133271,86876.43,110232,493430,43.54
PAYTM,EQ,2022-03-17,634.05,633.00,637.00,590.00,594.25,597.05,613.85,16758410,102870.74,337071,2668858,15.93
PGEL,EQ,2022-03-17,663.85,673.60,685.90,671.00,674.30,672.30,677.75,10079,68.31,1127,5920,58.74
SBIN,EQ,2022-03-17,492.75,499.00,503.50,498.30,501.00,501.90,501.29,22947673,115035.33,221065,11450769,49.90
SUZLON,EQ,2022-03-17,10.00,10.10,10.15,9.55,9.85,9.75,9.83,41604950,4088.85,34423,24275588,58.35
TRENT,EQ,2022-03-17,1171.25,1190.00,1284.00,1187.00,1265.40,1262.05,1258.16,4537229,57085.61,151688,1111138,24.49
