symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2016-08-16,29578,20299,68.63
ADANIPORTS,EQ,2016-08-16,15191371,8940484,58.85
BEL,EQ,2016-08-16,139063,51694,37.17
BOSCHLTD,EQ,2016-08-16,30957,17965,58.03
CUMMINSIND,EQ,2016-08-16,324070,153434,47.35
DLF,EQ,2016-08-16,5812605,567444,9.76
HINDALCO,EQ,2016-08-16,17292821,4042698,23.38
INDHOTEL,EQ,2016-08-16,1175608,997047,84.81
INDIGO,EQ,2016-08-16,822545,381921,46.43
LT,EQ,2016-08-16,1740562,915607,52.60
MANAPPURAM,EQ,2016-08-16,5902996,2815164,47.69
MANAPPURAM,N5,2016-08-16,2,2,100.00
MANAPPURAM,NG,2016-08-16,70,70,100.00
MARUTI,EQ,2016-08-16,793106,576483,72.69
PGEL,EQ,2016-08-16,7534,3707,49.20
SBIN,EQ,2016-08-16,27709873,6723968,24.27
SBIN,N5,2016-08-16,167,158,94.61
SUZLON,EQ,2016-08-16,12000786,5993384,49.94
TRENT,EQ,2016-08-16,8408,3816,45.39
