symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2016-08-24,24749,17928,72.44
ADANIPORTS,EQ,2016-08-24,3036313,1628695,53.64
BEL,EQ,2016-08-24,98851,46239,46.78
BOSCHLTD,EQ,2016-08-24,8534,3029,35.49
CUMMINSIND,EQ,2016-08-24,272503,112901,41.43
DLF,EQ,2016-08-24,3535845,471191,13.33
HINDALCO,EQ,2016-08-24,7012966,2383856,33.99
INDHOTEL,EQ,2016-08-24,1573351,1455913,92.54
INDIGO,EQ,2016-08-24,693603,150495,21.70
LT,EQ,2016-08-24,820418,293104,35.73
MANAPPURAM,EQ,2016-08-24,4338891,2613876,60.24
MARUTI,EQ,2016-08-24,952400,483395,50.76
PGEL,EQ,2016-08-24,25997,9419,36.23
SBIN,EQ,2016-08-24,11560293,3132584,27.10
SBIN,N5,2016-08-24,103,103,100.00
SUZLON,EQ,2016-08-24,7197985,4108423,57.08
TRENT,EQ,2016-08-24,3290,1667,50.67
