symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2016-08-29,14216,6939,48.81
ADANIPORTS,EQ,2016-08-29,6941895,2443351,35.20
BEL,EQ,2016-08-29,75927,18996,25.02
BOSCHLTD,EQ,2016-08-29,7964,3292,41.34
CUMMINSIND,EQ,2016-08-29,85320,48180,56.47
DLF,EQ,2016-08-29,6296807,661803,10.51
HINDALCO,EQ,2016-08-29,7488966,2207051,29.47
INDHOTEL,EQ,2016-08-29,912746,829225,90.85
INDIGO,EQ,2016-08-29,147557,47269,32.03
LT,EQ,2016-08-29,1396153,482378,34.55
MANAPPURAM,EQ,2016-08-29,4228283,2180261,51.56
MANAPPURAM,N5,2016-08-29,25,25,100.00
MARUTI,EQ,2016-08-29,299611,178941,59.72
PGEL,EQ,2016-08-29,18735,9332,49.81
SBIN,EQ,2016-08-29,11786129,3560636,30.21
SBIN,N2,2016-08-29,16,16,100.00
SBIN,N5,2016-08-29,119,119,100.00
SUZLON,EQ,2016-08-29,14770712,8696803,58.88
TRENT,EQ,2016-08-29,7928,3801,47.94
