,22-Nov-2018
The Nifty witnessed an intraday movement of about 134.25 points.The closing index was 0.69 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 24489.58
, Traded Quantity (in Lakhs), 11905.11
, Number of Trades, 9895240
, Total Market Capitalisation (Rs. Crores), 13877824.19

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     10600.05,     10612.65,     10646.25,     10512.00,     10526.75,-73.3
,NIFTY50 EQL Wgt,     11892.60,     11912.15,     11918.45,     11778.85,     11794.45,-98.15
,NIFTY100 EQL Wgt,     12869.75,     12884.20,     12889.00,     12744.60,     12759.70,-110.05
,NIFTY100 LowVol30,      8297.85,      8304.50,      8329.65,      8236.35,      8246.15,-51.7
,NIFTY Alpha 50,     12267.20,     12291.70,     12377.15,     12165.25,     12184.30,-82.9
,Nifty IT,     13879.15,     13955.00,     14109.45,     13819.70,     13835.70,-43.45
,Nifty Next 50,     27375.10,     27378.45,     27418.70,     27148.35,     27187.45,-187.65
,Nifty Bank,     26262.05,     26233.65,     26323.95,     25947.85,     25999.45,-262.6
,NIFTY MIDCAP 100,     17507.15,     17552.10,     17581.60,     17325.95,     17347.20,-159.95
,Nifty 500,      8940.30,      8952.45,      8973.90,      8868.20,      8879.00,-61.3
,Nifty 100,     10836.30,     10847.75,     10878.85,     10746.75,     10761.40,-74.9
,Nifty Midcap 50,      4835.60,      4846.45,      4855.05,      4772.70,      4780.10,-55.5
,Nifty Realty,       229.65,       229.95,       230.15,       226.00,       226.55,-3.1
,Nifty Infra,      3109.85,      3113.10,      3128.25,      3090.25,      3095.05,-14.8
,Nifty Energy,     14124.35,     14151.45,     14224.60,     13947.25,     13978.65,-145.7
,Nifty FMCG,     29390.85,     29385.65,     29581.05,     29179.75,     29244.10,-146.75
,Nifty MNC,     13404.15,     13424.50,     13447.40,     13313.85,     13334.50,-69.65
,Nifty Pharma,      9375.10,      9373.15,      9381.55,      9287.25,      9302.30,-72.8
,Nifty PSE,      3371.70,      3380.05,      3384.30,      3326.75,      3331.90,-39.8
,Nifty PSU Bank,      2964.20,      2958.75,      2966.25,      2911.25,      2919.85,-44.35
,Nifty Serv Sector,     14330.00,     14345.75,     14417.10,     14216.35,     14237.15,-92.85
,India VIX,19.5550,19.5550,20.0025,17.0875,19.1600,-0.3950
,Nifty Auto,      9119.30,      9126.10,      9137.65,      9043.40,      9062.65,-56.65
,Nifty Metal,      3272.70,      3281.40,      3286.45,      3207.50,      3214.75,-57.95
,Nifty Media,      2433.30,      2438.20,      2475.40,      2437.95,      2467.90,34.6
,NIFTY SMLCAP 100,      6226.55,      6241.85,      6275.15,      6194.65,      6203.65,-22.9
,Nifty 200,      5616.30,      5623.25,      5637.25,      5568.70,      5575.95,-40.35
,Nifty Div Opps 50,      2496.40,      2503.90,      2508.80,      2477.55,      2480.55,-15.85
,Nifty Commodities,      3469.30,      3475.80,      3478.50,      3415.30,      3420.20,-49.1
,Nifty Consumption,      4812.50,      4808.70,      4818.10,      4766.25,      4774.40,-38.1
,Nifty Fin Service,     11087.80,     11084.15,     11126.55,     10972.85,     10994.20,-93.6
,Nifty50 Div Point,       106.94,       106.94,       106.94,       106.94,       106.94,0
,Nifty100 Liq 15,      3866.50,      3872.10,      3873.45,      3806.70,      3814.90,-51.6
,Nifty CPSE,      2136.25,      2139.10,      2142.20,      2101.85,      2105.25,-31
,Nifty GrowSect 15,      6356.60,      6351.45,      6372.50,      6317.55,      6329.15,-27.45
,Nifty50 PR 2x Lev,      4363.30,      4372.85,      4400.20,      4290.95,      4302.15,-61.15
,Nifty50 PR 1x Inv,       422.70,       422.25,       426.25,       420.95,       425.70,3
,Nifty50 TR 2x Lev,      5521.10,      5533.20,      5567.80,      5429.60,      5443.75,-77.35
,Nifty50 TR 1x Inv,       375.80,       375.40,       378.95,       374.25,       378.45,2.65
,Nifty50 Value 20,      5017.55,      5029.35,      5047.90,      4970.00,      4977.40,-40.15
,Nifty Mid Liq 15,      4036.05,      4046.75,      4052.95,      3980.65,      3990.80,-45.25
,Nifty Pvt Bank,     14845.60,     14839.00,     14887.10,     14670.75,     14696.60,-149
,NIFTY100 Qualty30,      2539.15,      2540.50,      2550.05,      2522.00,      2525.00,-14.15
,Nifty GS 8 13Yr,      1766.81,      1767.17,      1771.79,      1767.17,      1771.35,4.54
,Nifty GS 10Yr,      1648.21,      1648.55,      1655.27,      1648.55,      1654.44,6.23
,Nifty GS 10Yr Cln,       897.69,       897.69,       901.45,       897.69,       900.98,3.29
,Nifty GS 4 8Yr,      1886.62,      1886.99,      1890.86,      1886.99,      1890.44,3.82
,Nifty GS 11 15Yr,      1848.06,      1848.45,      1853.19,      1848.45,      1853.19,5.13
,Nifty GS 15YrPlus,      1959.22,      1959.64,      1962.74,      1959.64,      1962.74,3.52
,Nifty GS Compsite,      1809.65,      1810.02,      1814.77,      1810.02,      1814.34,4.69

,ADVANCES,695
,DECLINES,1079
,UNCHANGED,106

,Total securities that have hit their price bands today,221

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,YESBANK,EQ,       198.15,       195.55,-1.31,884.7
,IBULHSGFIN,EQ,       705.35,       705.70,0.05,706.73
,HDFCBANK,EQ,      2018.75,      2005.50,-0.66,656.21
,RELIANCE,EQ,      1112.90,      1102.85,-0.9,644.94
,TCS,EQ,      1812.00,      1812.55,0.03,584.74
,MARUTI,EQ,      7424.50,      7411.10,-0.18,496.4
,DHFL,EQ,       234.85,       232.75,-0.89,493.2
,TATASTEEL,EQ,       551.40,       539.65,-2.13,465.43
,ICICIBANK,EQ,       356.75,       352.05,-1.32,444.87
,AXISBANK,EQ,       626.85,       614.55,-1.96,431.16
,INFY,EQ,       619.10,       620.75,0.27,413.31
,BAJFINANCE,EQ,      2430.55,      2381.50,-2.02,387.95
,ZEEL,EQ,       438.70,       458.85,4.59,354.06
,SBIN,EQ,       287.05,       282.70,-1.52,343.1
,JETAIRWAYS,EQ,       318.70,       308.40,-3.23,335.58
,HDFC,EQ,      1868.15,      1873.70,0.3,309.65
,BHARTIARTL,EQ,       332.70,       327.85,-1.46,293.85
,TECHM,EQ,       690.65,       690.80,0.02,282.01
,DRREDDY,EQ,      2601.80,      2608.70,0.27,262.63
,ASHOKLEY,EQ,       110.30,       109.30,-0.91,250.89
,VEDL,EQ,       201.90,       199.60,-1.14,249.36
,LT,EQ,      1402.10,      1410.15,0.57,243.24
,HINDALCO,EQ,       223.15,       218.10,-2.26,213.94
,JUSTDIAL,EQ,       505.95,       496.60,-1.85,199.7
,DIVISLAB,EQ,      1538.60,      1529.30,-0.6,198.19

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,ZEEL,EQ,       458.85,       438.70,4.59
,ADANIPORTS,EQ,       368.15,       361.25,1.91
,LT,EQ,      1410.15,      1402.10,.57
,ONGC,EQ,       152.25,       151.75,.33
,HDFC,EQ,      1873.70,      1868.15,.3

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,M&M,EQ,       746.10,       769.10,-2.99
,IOC,EQ,       138.25,       141.60,-2.37
,GRASIM,EQ,       843.35,       863.75,-2.36
,ULTRACEMCO,EQ,      3950.40,      4043.80,-2.31
,HINDALCO,EQ,       218.10,       223.15,-2.26

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        45.65,                  1067493.25,23181
,21STCENMGM,EQ,        23.15,                    14939.85,641
,3IINFOTECH,EQ,         3.95,                 27557489.85,6816273
,3MINDIA,EQ,     20825.80,                 28411665.70,1360
,5PAISA,EQ,       196.90,                   714366.10,3625
,63MOONS,EQ,       105.20,                440688371.40,4145854
,8KMILES,EQ,       144.15,                  4145609.85,28759
,A2ZINFRA,EQ,        13.55,                  1776524.95,130342
,AARON,SM,        41.00,                   243000.00,6000
,AARTIDRUGS,EQ,       549.60,                  6690458.05,12177
,AARTIIND,EQ,      1470.30,                100291266.65,68070
,AARVEEDEN,EQ,        24.45,                    88385.75,3616
,AARVI,SM,        49.50,                    99000.00,2000
,AAVAS,EQ,       732.05,                 18109747.35,25064
,ABAN,EQ,        80.65,                 32952793.80,405949
,ABBOTINDIA,EQ,      7362.75,                 32213112.15,4344
,ABFRL,EQ,       191.65,                199614744.00,1034220
,ABGSHIP,BZ,         2.50,                   323264.60,128085
,ABMINTLTD,BE,        16.50,                       49.50,3
,ACCELYA,EQ,       930.65,                   879224.30,941
,ACCURACY,SM,        65.85,                   210720.00,3200
,ACE,EQ,        96.25,                 13637330.70,143078
,ADANIENT,EQ,       158.50,                383866624.20,2405010
,ADANIGAS,EQ,       111.55,               1950801226.65,17594459
,ADANIGREEN,EQ,        45.65,                 60240671.30,1334318
,ADANIPOWER,EQ,        47.55,                587602993.05,12456135
,ADANITRANS,EQ,       235.15,                134202598.20,574258
,ADFFOODS,EQ,       239.75,                  5674897.60,23723
,ADHUNIK,EQ,         2.60,                    33720.60,12647
,ADHUNIKIND,EQ,        47.80,                   371635.25,7741
,ADLABS,EQ,        11.85,                  7090578.75,598421
,ADORWELD,EQ,       375.50,                  3309662.00,8737
,ADROITINFO,EQ,        19.40,                    22599.80,1164
,ADSL,EQ,        13.85,                    89917.40,6474
,ADVANIHOTR,EQ,        61.75,                  1175566.90,19054
,ADVENZYMES,EQ,       188.55,                 31734621.25,166737
,AEGISCHEM,EQ,       227.15,                 15502797.20,68139
,AGARIND,EQ,       182.10,                   203737.10,1122
,AGCNET,EQ,        67.10,                    39625.10,584
,AGLSL,EQ,        76.05,                    23277.05,306
,AGRITECH,EQ,        60.35,                  3173924.15,53929
,AGROPHOS,SM,        42.00,                  2803500.00,72000
,AHLADA,SM,       140.30,                  1834150.00,13000
,AHLEAST,EQ,       250.00,                    72091.70,285
,AHLUCONT,EQ,       310.00,                   826348.45,2642
,AHLWEST,EQ,       295.55,                    59747.95,200
,AIAENG,EQ,      1570.30,                 45527671.00,28856
,AIFL,EQ,        39.05,                   209073.70,5354
,AIONJSW,EQ,        36.30,                  1018445.05,28125
,AIRAN,SM,        65.00,                  1299500.00,20000
,AISL,SM,        65.00,                    78000.00,1200
,AJANTPHARM,EQ,      1107.45,                282680094.60,250639
