symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2012-11-08,725.90,725.45,0.0006,0.0120,,0.2216
ADANIPORTS,2012-11-08,130.60,130.85,-0.0019,0.0251,,0.4643
BEL,2012-11-08,1204.45,1213.30,-0.0073,0.0153,,0.2847
BOSCHLTD,2012-11-08,8864.95,8868.65,-0.0004,0.0068,,0.1261
CUMMINSIND,2012-11-08,483.35,489.20,-0.0120,0.0133,,0.2522
DLF,2012-11-08,214.00,211.50,0.0118,0.0233,,0.4356
HINDALCO,2012-11-08,113.80,113.75,0.0004,0.0207,,0.3840
INDHOTEL,2012-11-08,63.30,63.65,-0.0055,0.0182,,0.3382
LT,2012-11-08,1635.35,1669.45,-0.0206,0.0163,,0.3171
MANAPPURAM,2012-11-08,38.10,37.65,0.0119,0.0205,,0.3840
MARUTI,2012-11-08,1459.75,1467.15,-0.0051,0.0144,,0.2675
PGEL,2012-11-08,278.80,280.70,-0.0068,0.0295,,0.5464
SBIN,2012-11-08,2242.30,2217.00,0.0113,0.0181,,0.3401
SUZLON,2012-11-08,15.55,15.65,-0.0064,0.0176,,0.3267
TRENT,2012-11-08,1152.85,1145.05,0.0068,0.0154,,0.2866
