symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2021-12-09,2300.70,2092.85,0.0947,0.0200,0.0211,0.4031
ADANIPORTS,2021-12-09,769.75,761.40,0.0109,0.0253,0.0252,0.4814
BEL,2021-12-09,207.75,208.95,-0.0058,0.0246,0.0245,0.4681
BOSCHLTD,2021-12-09,16682.90,16694.50,-0.0007,0.0216,0.0216,0.4127
CUMMINSIND,2021-12-09,945.15,945.20,-0.0001,0.0204,0.0203,0.3878
DIXON,2021-12-09,5389.10,5377.45,0.0022,0.0261,0.0261,0.4986
DLF,2021-12-09,398.60,397.70,0.0023,0.0291,0.0291,0.5560
DMART,2021-12-09,4821.15,4814.70,0.0013,0.0211,0.0211,0.4031
HAL,2021-12-09,1292.35,1291.95,0.0003,0.0229,0.0228,0.4356
HINDALCO,2021-12-09,455.65,457.45,-0.0039,0.0280,0.0279,0.5330
INDHOTEL,2021-12-09,203.90,202.05,0.0091,0.0285,0.0284,0.5426
INDIGO,2021-12-09,2019.50,1986.80,0.0163,0.0247,0.0247,0.4719
LT,2021-12-09,1879.80,1825.00,0.0296,0.0176,0.0177,0.3382
MANAPPURAM,2021-12-09,174.95,176.75,-0.0102,0.0285,0.0285,0.5445
MARUTI,2021-12-09,7421.70,7435.05,-0.0018,0.0199,0.0198,0.3783
PAYTM,2021-12-09,1594.00,1553.40,0.0258,0.0168,0.0168,0.3210
PGEL,2021-12-09,644.95,649.05,-0.0063,0.0415,0.0414,0.7909
SBIN,2021-12-09,488.65,491.55,-0.0059,0.0224,0.0224,0.4280
SUZLON,2021-12-09,7.50,7.15,0.0478,0.0357,0.0358,0.6840
TRENT,2021-12-09,1037.45,1041.00,-0.0034,0.0240,0.0240,0.4585
