symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2013-07-03,24838,5530,22.26
ADANIPORTS,EQ,2013-07-03,492114,219056,44.51
BEL,EQ,2013-07-03,3151,2015,63.95
BOSCHLTD,EQ,2013-07-03,957,665,69.49
CUMMINSIND,EQ,2013-07-03,102284,60172,58.83
DLF,EQ,2013-07-03,4597300,690506,15.02
HINDALCO,EQ,2013-07-03,5372862,1718406,31.98
INDHOTEL,EQ,2013-07-03,342158,231984,67.80
LT,EQ,2013-07-03,993580,505570,50.88
MANAPPURAM,EQ,2013-07-03,1881350,1244898,66.17
MARUTI,EQ,2013-07-03,173724,21629,12.45
PGEL,EQ,2013-07-03,109026,67472,61.89
SBIN,EQ,2013-07-03,2531364,967122,38.21
SBIN,N1,2013-07-03,20,20,100.00
SBIN,N2,2013-07-03,44,44,100.00
SBIN,N3,2013-07-03,4,4,100.00
SBIN,N4,2013-07-03,800,800,100.00
SBIN,N5,2013-07-03,316,252,79.75
SBIN,N6,2013-07-03,1,1,100.00
SUZLON,EQ,2013-07-03,3716577,1938570,52.16
TRENT,EQ,2013-07-03,1646,1201,72.96
