symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2022-02-22,2067.10,2101.05,-0.0163,0.0208,0.0208,0.3974
ADANIPORTS,2022-02-22,705.55,711.10,-0.0078,0.0245,0.0244,0.4662
BEL,2022-02-22,197.35,198.15,-0.0040,0.0239,0.0238,0.4547
BOSCHLTD,2022-02-22,15969.50,15788.10,0.0114,0.0212,0.0211,0.4031
CUMMINSIND,2022-02-22,950.25,970.65,-0.0212,0.0201,0.0201,0.3840
DIXON,2022-02-22,4159.40,4086.85,0.0176,0.0257,0.0257,0.4910
DLF,2022-02-22,324.35,346.50,-0.0661,0.0286,0.0289,0.5521
DMART,2022-02-22,4157.10,4096.45,0.0147,0.0202,0.0202,0.3859
HAL,2022-02-22,1281.20,1301.05,-0.0154,0.0222,0.0221,0.4222
HINDALCO,2022-02-22,516.20,512.00,0.0082,0.0273,0.0272,0.5197
INDHOTEL,2022-02-22,204.45,204.95,-0.0024,0.0277,0.0276,0.5273
INDIGO,2022-02-22,2066.05,2086.50,-0.0098,0.0245,0.0245,0.4681
LT,2022-02-22,1844.40,1863.90,-0.0105,0.0172,0.0172,0.3286
MANAPPURAM,2022-02-22,118.20,119.05,-0.0072,0.0278,0.0277,0.5292
MARUTI,2022-02-22,8622.85,8612.70,0.0012,0.0192,0.0192,0.3668
PAYTM,2022-02-22,815.85,807.60,0.0102,0.0181,0.0180,0.3439
PGEL,2022-02-22,611.20,635.55,-0.0391,0.0418,0.0417,0.7967
SBIN,2022-02-22,498.40,511.85,-0.0266,0.0219,0.0220,0.4203
SUZLON,2022-02-22,9.20,9.65,-0.0478,0.0366,0.0367,0.7012
TRENT,2022-02-22,1049.55,1034.75,0.0142,0.0231,0.0231,0.4413
