symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2012-02-17,890.95,869.85,0.0240,0.0216,,0.4146
ADANIPORTS,2012-02-17,150.50,147.60,0.0195,0.0313,,0.5865
BEL,2012-02-17,1497.05,1515.90,-0.0125,0.0152,,0.2885
BOSCHLTD,2012-02-17,7619.75,7672.95,-0.0070,0.0120,,0.2254
CUMMINSIND,2012-02-17,471.45,468.90,0.0054,0.0223,,0.4146
DLF,2012-02-17,253.90,250.20,0.0147,0.0282,,0.5273
HINDALCO,2012-02-17,150.95,154.15,-0.0210,0.0336,,0.6305
INDHOTEL,2012-02-17,77.00,77.95,-0.0123,0.0277,,0.5158
LT,2012-02-17,1447.15,1448.55,-0.0010,0.0275,,0.5101
MANAPPURAM,2012-02-17,46.15,47.10,-0.0204,0.0576,,1.0718
MARUTI,2012-02-17,1321.55,1359.60,-0.0284,0.0251,,0.4834
PGEL,2012-02-17,189.15,188.50,0.0034,0.0361,,0.6687
SBIN,2012-02-17,2417.05,2350.35,0.0280,0.0231,,0.4471
SUZLON,2012-02-17,29.05,29.45,-0.0137,0.0425,,0.7890
TRENT,2012-02-17,930.00,915.10,0.0162,0.0239,,0.4490
