symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2012-02-06,884.30,890.05,-0.0065,0.0261,,0.4853
ADANIPORTS,2012-02-06,148.10,150.25,-0.0144,0.0356,,0.6629
BEL,2012-02-06,1468.50,1430.15,0.0265,0.0157,,0.3152
BOSCHLTD,2012-02-06,7442.60,7362.75,0.0108,0.0082,,0.1605
CUMMINSIND,2012-02-06,437.15,440.15,-0.0068,0.0186,,0.3458
DLF,2012-02-06,235.05,230.85,0.0180,0.0292,,0.5483
HINDALCO,2012-02-06,155.30,152.65,0.0172,0.0350,,0.6534
INDHOTEL,2012-02-06,74.15,70.60,0.0491,0.0219,,0.4662
LT,2012-02-06,1384.95,1354.60,0.0222,0.0281,,0.5311
MANAPPURAM,2012-02-06,56.40,58.85,-0.0425,0.0239,,0.4853
MARUTI,2012-02-06,1252.75,1240.85,0.0095,0.0253,,0.4700
PGEL,2012-02-06,190.35,182.45,0.0424,0.0443,,0.8444
SBIN,2012-02-06,2162.65,2103.15,0.0279,0.0221,,0.4299
SUZLON,2012-02-06,29.90,29.45,0.0152,0.0432,,0.8024
TRENT,2012-02-06,929.40,942.25,-0.0137,0.0256,,0.4776
