symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2019-11-15,1466.45,1468.85,-0.0016,0.0187,,0.3458
ADANIPORTS,2019-11-15,366.30,369.10,-0.0076,0.0188,,0.3496
BEL,2019-11-15,111.25,109.30,0.0177,0.0197,,0.3745
BOSCHLTD,2019-11-15,15050.55,15194.90,-0.0095,0.0205,,0.3821
CUMMINSIND,2019-11-15,563.60,560.40,0.0057,0.0163,,0.3038
DIXON,2019-11-15,3280.90,3263.30,0.0054,0.0359,,0.6649
DLF,2019-11-15,211.75,208.90,0.0136,0.0300,,0.5598
DMART,2019-11-15,1870.70,1920.00,-0.0260,0.0159,,0.3191
HAL,2019-11-15,804.35,807.65,-0.0041,0.0203,,0.3764
HINDALCO,2019-11-15,187.75,188.50,-0.0040,0.0188,,0.3496
INDHOTEL,2019-11-15,154.65,155.20,-0.0036,0.0220,,0.4069
INDIGO,2019-11-15,1465.60,1516.85,-0.0344,0.0305,,0.5865
LT,2019-11-15,1377.65,1380.45,-0.0020,0.0150,,0.2789
MANAPPURAM,2019-11-15,161.95,162.95,-0.0062,0.0224,,0.4165
MARUTI,2019-11-15,7147.20,7247.15,-0.0139,0.0193,,0.3630
PGEL,2019-11-15,38.65,41.20,-0.0639,0.0400,,0.7986
SBIN,2019-11-15,321.90,306.00,0.0507,0.0287,,0.5827
SUZLON,2019-11-15,2.45,2.55,-0.0400,0.0410,,0.7814
TRENT,2019-11-15,499.55,498.70,0.0017,0.0204,,0.3783
