symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2019-11-14,1468.85,1497.35,-0.0192,0.0187,,0.3573
ADANIPORTS,2019-11-14,369.10,370.80,-0.0046,0.0194,,0.3592
BEL,2019-11-14,109.30,109.10,0.0018,0.0203,,0.3764
BOSCHLTD,2019-11-14,15194.90,15297.45,-0.0067,0.0211,,0.3917
CUMMINSIND,2019-11-14,560.40,565.70,-0.0094,0.0166,,0.3114
DIXON,2019-11-14,3263.30,2999.65,0.0842,0.0303,,0.6859
DLF,2019-11-14,208.90,202.20,0.0326,0.0298,,0.5731
DMART,2019-11-14,1920.00,1959.85,-0.0205,0.0156,,0.3038
HAL,2019-11-14,807.65,803.15,0.0056,0.0209,,0.3878
HINDALCO,2019-11-14,188.50,193.15,-0.0244,0.0184,,0.3592
INDHOTEL,2019-11-14,155.20,155.90,-0.0045,0.0227,,0.4203
INDIGO,2019-11-14,1516.85,1477.55,0.0263,0.0308,,0.5827
LT,2019-11-14,1380.45,1393.00,-0.0091,0.0153,,0.2866
MANAPPURAM,2019-11-14,162.95,163.00,-0.0003,0.0231,,0.4280
MARUTI,2019-11-14,7247.15,7154.65,0.0128,0.0196,,0.3687
PGEL,2019-11-14,41.20,41.25,-0.0012,0.0413,,0.7642
SBIN,2019-11-14,306.00,306.80,-0.0026,0.0296,,0.5483
SUZLON,2019-11-14,2.55,2.70,-0.0572,0.0398,,0.7833
TRENT,2019-11-14,498.70,502.25,-0.0071,0.0210,,0.3897
