symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2022-03-16,2190.90,2091.70,0.0463,0.0208,0.0210,0.4012
ADANIPORTS,2022-03-16,723.80,721.30,0.0035,0.0245,0.0244,0.4662
BEL,2022-03-16,209.00,205.55,0.0166,0.0239,0.0238,0.4547
BOSCHLTD,2022-03-16,14081.75,13921.35,0.0115,0.0212,0.0211,0.4031
CUMMINSIND,2022-03-16,1026.50,1030.95,-0.0043,0.0201,0.0201,0.3840
DIXON,2022-03-16,4413.20,4284.05,0.0297,0.0257,0.0257,0.4910
DLF,2022-03-16,355.50,341.15,0.0412,0.0286,0.0286,0.5464
DMART,2022-03-16,4169.55,4230.65,-0.0145,0.0202,0.0202,0.3859
HAL,2022-03-16,1462.00,1376.80,0.0600,0.0222,0.0225,0.4299
HINDALCO,2022-03-16,572.65,559.75,0.0228,0.0273,0.0273,0.5216
INDHOTEL,2022-03-16,210.80,201.75,0.0439,0.0277,0.0278,0.5311
INDIGO,2022-03-16,1899.85,1832.55,0.0361,0.0245,0.0246,0.4700
LT,2022-03-16,1756.20,1743.45,0.0073,0.0172,0.0172,0.3286
MANAPPURAM,2022-03-16,116.75,113.75,0.0260,0.0278,0.0278,0.5311
MARUTI,2022-03-16,7485.75,7420.05,0.0088,0.0192,0.0192,0.3668
PAYTM,2022-03-16,634.05,592.45,0.0679,0.0181,0.0186,0.3554
PGEL,2022-03-16,664.50,650.80,0.0208,0.0418,0.0417,0.7967
SBIN,2022-03-16,492.75,485.85,0.0141,0.0219,0.0219,0.4184
SUZLON,2022-03-16,10.00,9.80,0.0202,0.0366,0.0365,0.6973
TRENT,2022-03-16,1171.30,1158.30,0.0112,0.0231,0.0231,0.4413
