symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2013-02-12,645.80,650.10,-0.0066,0.0113,,0.2121
ADANIPORTS,2013-02-12,153.70,153.50,0.0013,0.0252,,0.4662
BEL,2013-02-12,1275.45,1275.45,0.0000,0.0169,,0.3133
BOSCHLTD,2013-02-12,8919.35,8956.80,-0.0042,0.0099,,0.1853
CUMMINSIND,2013-02-12,502.95,504.25,-0.0026,0.0130,,0.2407
DLF,2013-02-12,267.50,271.45,-0.0147,0.0203,,0.3821
HINDALCO,2013-02-12,112.60,112.30,0.0027,0.0190,,0.3515
INDHOTEL,2013-02-12,62.75,61.65,0.0177,0.0124,,0.2445
LT,2013-02-12,1495.00,1489.85,0.0035,0.0115,,0.2140
MANAPPURAM,2013-02-12,37.40,38.00,-0.0159,0.0377,,0.7031
MARUTI,2013-02-12,1558.95,1558.80,0.0001,0.0159,,0.2942
PGEL,2013-02-12,349.55,356.70,-0.0202,0.0279,,0.5254
SBIN,2013-02-12,2296.40,2294.35,0.0009,0.0125,,0.2312
SUZLON,2013-02-12,23.90,24.85,-0.0390,0.0484,,0.9151
TRENT,2013-02-12,1126.40,1131.65,-0.0047,0.0146,,0.2713
