symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2013-02-28,574.15,581.85,-0.0133,0.0170,,0.3210
ADANIPORTS,2013-02-28,138.65,143.30,-0.0330,0.0251,,0.4891
BEL,2013-02-28,1127.40,1139.70,-0.0109,0.0160,,0.2999
BOSCHLTD,2013-02-28,8761.90,8881.80,-0.0136,0.0077,,0.1567
CUMMINSIND,2013-02-28,476.95,482.85,-0.0123,0.0144,,0.2732
DLF,2013-02-28,277.35,277.45,-0.0004,0.0260,,0.4814
HINDALCO,2013-02-28,98.90,102.25,-0.0333,0.0194,,0.3917
INDHOTEL,2013-02-28,54.00,57.90,-0.0697,0.0144,,0.4222
LT,2013-02-28,1367.80,1409.65,-0.0301,0.0161,,0.3305
MANAPPURAM,2013-02-28,34.70,34.85,-0.0043,0.0316,,0.5865
MARUTI,2013-02-28,1354.35,1408.55,-0.0392,0.0168,,0.3611
PGEL,2013-02-28,196.65,218.50,-0.1054,0.0821,,1.5991
SBIN,2013-02-28,2080.90,2213.40,-0.0617,0.0119,,0.3630
SUZLON,2013-02-28,16.00,24.25,-0.4158,0.0542,,2.1894
TRENT,2013-02-28,1111.15,1121.85,-0.0096,0.0137,,0.2579
