symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2017-11-10,1355.45,1348.40,0.0052,0.0116,,0.2159
ADANIPORTS,2017-11-10,432.05,433.40,-0.0031,0.0139,,0.2579
BEL,2017-11-10,181.95,184.30,-0.0128,0.0181,,0.3401
BOSCHLTD,2017-11-10,20457.05,21126.20,-0.0322,0.0106,,0.2484
CUMMINSIND,2017-11-10,872.50,874.85,-0.0027,0.0112,,0.2082
DIXON,2017-11-10,2695.30,2677.60,0.0066,0.0122,,0.2273
DLF,2017-11-10,207.90,211.85,-0.0188,0.0258,,0.4853
DMART,2017-11-10,1159.65,1122.20,0.0328,0.0233,,0.4585
HINDALCO,2017-11-10,264.05,263.30,0.0028,0.0182,,0.3382
INDHOTEL,2017-11-10,111.95,111.30,0.0058,0.0165,,0.3076
INDIGO,2017-11-10,1181.85,1199.35,-0.0147,0.0167,,0.3171
LT,2017-11-10,1264.95,1215.90,0.0395,0.0137,,0.3133
MANAPPURAM,2017-11-10,98.75,98.65,0.0010,0.0231,,0.4280
MARUTI,2017-11-10,8183.50,8204.80,-0.0026,0.0085,,0.1586
PGEL,2017-11-10,389.40,399.15,-0.0247,0.0291,,0.5521
SBIN,2017-11-10,333.55,313.70,0.0614,0.0473,,0.9228
SUZLON,2017-11-10,15.55,15.50,0.0032,0.0212,,0.3936
TRENT,2017-11-10,311.45,309.95,0.0048,0.0210,,0.3897
