symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2017-11-15,1359.15,1366.55,-0.0054,0.0107,,0.2006
ADANIPORTS,2017-11-15,407.10,410.75,-0.0089,0.0166,,0.3095
BEL,2017-11-15,176.45,175.45,0.0057,0.0178,,0.3305
BOSCHLTD,2017-11-15,19205.80,19676.15,-0.0242,0.0140,,0.2828
CUMMINSIND,2017-11-15,852.25,846.65,0.0066,0.0115,,0.2159
DIXON,2017-11-15,2689.95,2731.20,-0.0152,0.0115,,0.2254
DLF,2017-11-15,203.60,206.05,-0.0120,0.0251,,0.4681
DMART,2017-11-15,1098.40,1122.15,-0.0214,0.0241,,0.4566
HINDALCO,2017-11-15,251.85,261.00,-0.0357,0.0169,,0.3554
INDHOTEL,2017-11-15,111.95,112.05,-0.0009,0.0154,,0.2847
INDIGO,2017-11-15,1165.65,1167.60,-0.0017,0.0158,,0.2923
LT,2017-11-15,1209.50,1210.20,-0.0006,0.0172,,0.3191
MANAPPURAM,2017-11-15,95.30,95.45,-0.0016,0.0219,,0.4050
MARUTI,2017-11-15,8127.25,8122.95,0.0005,0.0082,,0.1528
PGEL,2017-11-15,386.85,397.05,-0.0260,0.0274,,0.5216
SBIN,2017-11-15,324.95,329.10,-0.0127,0.0455,,0.8444
SUZLON,2017-11-15,13.65,14.50,-0.0604,0.0241,,0.5292
TRENT,2017-11-15,305.15,305.90,-0.0025,0.0198,,0.3668
