symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2017-11-17,1378.75,1365.80,0.0094,0.0103,,0.1968
ADANIPORTS,2017-11-17,400.95,397.20,0.0094,0.0168,,0.3152
BEL,2017-11-17,178.70,179.75,-0.0059,0.0174,,0.3229
BOSCHLTD,2017-11-17,18965.90,19258.45,-0.0153,0.0144,,0.2770
CUMMINSIND,2017-11-17,856.10,850.45,0.0066,0.0110,,0.2063
DIXON,2017-11-17,2894.05,2763.50,0.0462,0.0132,,0.3267
DLF,2017-11-17,223.85,208.70,0.0701,0.0245,,0.5598
DMART,2017-11-17,1106.05,1112.60,-0.0059,0.0234,,0.4337
HINDALCO,2017-11-17,258.85,254.70,0.0162,0.0182,,0.3458
INDHOTEL,2017-11-17,111.85,110.95,0.0081,0.0146,,0.2732
INDIGO,2017-11-17,1165.25,1166.40,-0.0010,0.0148,,0.2751
LT,2017-11-17,1222.80,1219.30,0.0029,0.0163,,0.3019
MANAPPURAM,2017-11-17,103.10,103.85,-0.0072,0.0304,,0.5636
MARUTI,2017-11-17,8348.35,8163.70,0.0224,0.0078,,0.1777
PGEL,2017-11-17,390.75,388.40,0.0060,0.0265,,0.4910
SBIN,2017-11-17,337.50,333.40,0.0122,0.0433,,0.8043
SUZLON,2017-11-17,13.70,13.45,0.0184,0.0271,,0.5101
TRENT,2017-11-17,318.65,315.60,0.0096,0.0204,,0.3802
