symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2023-08-24,233683,109460,46.84
ADANIPORTS,EQ,2023-08-24,4692796,807490,17.21
BEL,EQ,2023-08-24,17543374,10739823,61.22
BOSCHLTD,EQ,2023-08-24,34364,25591,74.47
CUMMINSIND,EQ,2023-08-24,895467,551619,61.60
DIXON,EQ,2023-08-24,319293,79755,24.98
DLF,EQ,2023-08-24,2603113,642683,24.69
DMART,EQ,2023-08-24,352847,297441,84.30
HAL,EQ,2023-08-24,2527838,555654,21.98
HINDALCO,EQ,2023-08-24,5950400,3186867,53.56
INDHOTEL,EQ,2023-08-24,3231012,1539898,47.66
INDIGO,EQ,2023-08-24,649167,397438,61.22
LT,EQ,2023-08-24,2619182,1115073,42.57
MANAPPURAM,EQ,2023-08-24,84299787,49516688,58.74
MARUTI,EQ,2023-08-24,385559,253366,65.71
PAYTM,EQ,2023-08-24,6949762,2204979,31.73
PGEL,EQ,2023-08-24,38937,24470,62.85
SBIN,EQ,2023-08-24,24131644,7910389,32.78
SUZLON,EQ,2023-08-24,269657749,105996606,39.31
TRENT,EQ,2023-08-24,462418,218560,47.26
