symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-02-19,1423.05,1455.65,-0.0227,0.0236,,0.4490
ADANIPORTS,2015-02-19,333.85,333.80,0.0001,0.0241,,0.4471
BEL,2015-02-19,3837.10,3993.45,-0.0399,0.0367,,0.7050
BOSCHLTD,2015-02-19,26201.85,27117.70,-0.0344,0.0308,,0.5923
CUMMINSIND,2015-02-19,909.00,908.30,0.0008,0.0128,,0.2369
DLF,2015-02-19,150.25,149.95,0.0020,0.0280,,0.5197
HINDALCO,2015-02-19,156.25,151.65,0.0299,0.0206,,0.4069
INDHOTEL,2015-02-19,118.85,114.50,0.0373,0.0154,,0.3343
LT,2015-02-19,1698.55,1663.35,0.0209,0.0205,,0.3917
MANAPPURAM,2015-02-19,34.70,35.25,-0.0157,0.0244,,0.4585
MARUTI,2015-02-19,3595.15,3564.95,0.0084,0.0144,,0.2694
PGEL,2015-02-19,89.25,95.10,-0.0635,0.0626,,1.1979
SBIN,2015-02-19,302.35,305.70,-0.0110,0.0263,,0.4891
SUZLON,2015-02-19,25.00,26.75,-0.0677,0.0687,,1.3106
TRENT,2015-02-19,1467.00,1493.25,-0.0177,0.0169,,0.3248
