symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-02-09,1268.10,1280.45,-0.0097,0.0167,,0.3133
ADANIPORTS,2015-02-09,300.15,300.20,-0.0002,0.0230,,0.4260
BEL,2015-02-09,3305.00,3408.95,-0.0310,0.0299,,0.5731
BOSCHLTD,2015-02-09,22358.70,23039.90,-0.0300,0.0235,,0.4566
CUMMINSIND,2015-02-09,890.30,899.60,-0.0104,0.0147,,0.2770
DLF,2015-02-09,157.10,163.45,-0.0396,0.0307,,0.5980
HINDALCO,2015-02-09,146.55,147.30,-0.0051,0.0239,,0.4432
INDHOTEL,2015-02-09,120.05,120.90,-0.0071,0.0134,,0.2503
LT,2015-02-09,1572.45,1683.55,-0.0683,0.0158,,0.4337
MANAPPURAM,2015-02-09,34.95,34.55,0.0115,0.0274,,0.5101
MARUTI,2015-02-09,3411.30,3502.60,-0.0264,0.0121,,0.2560
PGEL,2015-02-09,91.40,94.05,-0.0286,0.0643,,1.1979
SBIN,2015-02-09,279.50,290.30,-0.0379,0.0208,,0.4241
SUZLON,2015-02-09,17.55,16.70,0.0496,0.0411,,0.7967
TRENT,2015-02-09,1466.90,1476.10,-0.0063,0.0186,,0.3458
