symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2015-02-20,1415.35,1423.05,-0.0054,0.0235,,0.4356
ADANIPORTS,2015-02-20,329.00,333.85,-0.0146,0.0234,,0.4394
BEL,2015-02-20,3826.35,3837.10,-0.0028,0.0369,,0.6840
BOSCHLTD,2015-02-20,26559.15,26201.85,0.0135,0.0310,,0.5770
CUMMINSIND,2015-02-20,907.05,909.00,-0.0021,0.0124,,0.2293
DLF,2015-02-20,151.35,150.25,0.0073,0.0272,,0.5044
HINDALCO,2015-02-20,156.55,156.25,0.0019,0.0213,,0.3955
INDHOTEL,2015-02-20,117.45,118.85,-0.0118,0.0175,,0.3286
LT,2015-02-20,1677.60,1698.55,-0.0124,0.0205,,0.3840
MANAPPURAM,2015-02-20,34.45,34.70,-0.0072,0.0240,,0.4451
MARUTI,2015-02-20,3547.35,3595.15,-0.0134,0.0141,,0.2694
PGEL,2015-02-20,89.60,89.25,0.0039,0.0627,,1.1616
SBIN,2015-02-20,302.30,302.35,-0.0002,0.0256,,0.4738
SUZLON,2015-02-20,25.55,25.00,0.0218,0.0686,,1.2743
TRENT,2015-02-20,1458.30,1467.00,-0.0059,0.0170,,0.3152
