,24-Dec-2019
The Nifty witnessed an intraday movement of about 81.6 points.The closing index was 0.39 % down as compared to the previous closing index.

, Traded Value (Rs. In Crores), 24953.47
, Traded Quantity (in Lakhs), 12892.35
, Number of Trades, 8178976
, Total Market Capitalisation (Rs. Crores), 15354168.17

,INDEX,PREVIOUS CLOSE,OPEN,HIGH,LOW,CLOSE,GAIN/LOSS
,Nifty 50,     12262.75,     12269.25,     12283.70,     12202.10,     12214.55,-48.2
,NIFTY50 EQL Wgt,     12407.30,     12427.10,     12455.85,     12390.40,     12400.75,-6.55
,NIFTY100 EQL Wgt,     13395.95,     13412.45,     13432.05,     13374.55,     13385.30,-10.65
,NIFTY100 LowVol30,      8940.45,      8949.60,      8957.10,      8916.25,      8924.65,-15.8
,NIFTY Alpha 50,     12901.35,     12913.25,     12939.80,     12872.70,     12893.20,-8.15
,NIFTY MIDCAP 150,      6228.10,      6236.25,      6244.30,      6216.15,      6221.10,-7
,NIFTY SMLCAP 50,      2754.25,      2757.50,      2767.45,      2750.25,      2753.40,-.85
,NIFTY SMLCAP 250,      4741.45,      4752.70,      4758.45,      4737.40,      4743.40,1.95
,NIFTY MIDSML 400,      5694.95,      5704.30,      5710.70,      5687.15,      5691.25,-3.7
,NIFTY200 QUALTY30,      9839.55,      9853.70,      9858.25,      9803.85,      9813.75,-25.8
,Nifty IT,     15865.50,     15877.40,     15880.15,     15739.45,     15778.20,-87.3
,Nifty Next 50,     28395.75,     28423.70,     28430.40,     28318.75,     28382.85,-12.9
,Nifty Bank,     32339.45,     32337.80,     32390.35,     32246.05,     32280.75,-58.7
,NIFTY MIDCAP 100,     16877.45,     16906.05,     16928.20,     16834.20,     16852.05,-25.4
,Nifty 500,      9897.65,      9905.35,      9915.25,      9860.35,      9868.40,-29.25
,Nifty 100,     12354.95,     12362.25,     12375.00,     12300.30,     12312.10,-42.85
,Nifty Midcap 50,      4629.05,      4636.25,      4643.95,      4618.60,      4625.15,-3.9
,Nifty Realty,       290.70,       290.75,       292.55,       290.35,       291.95,1.25
,Nifty Infra,      3270.70,      3273.85,      3279.45,      3248.50,      3253.20,-17.5
,Nifty Energy,     15971.60,     15972.65,     16018.15,     15826.40,     15861.30,-110.3
,Nifty FMCG,     30217.95,     30241.95,     30302.20,     30132.65,     30197.55,-20.4
,Nifty MNC,     13775.25,     13792.55,     13812.50,     13726.15,     13746.15,-29.1
,Nifty Pharma,      8051.50,      8060.40,      8083.25,      8020.85,      8073.80,22.3
,Nifty PSE,      3158.05,      3160.05,      3175.20,      3150.45,      3157.35,-.7
,Nifty PSU Bank,      2536.40,      2543.45,      2554.10,      2525.45,      2532.45,-3.95
,Nifty Serv Sector,     17573.70,     17575.40,     17593.35,     17507.05,     17522.85,-50.85
,India VIX,11.9575,11.9575,13.3100,10.8875,11.6250,-0.3325
,Nifty Auto,      8180.50,      8206.10,      8228.45,      8142.60,      8152.60,-27.9
,Nifty Metal,      2706.35,      2716.50,      2734.15,      2709.60,      2723.15,16.8
,Nifty Media,      1803.20,      1805.10,      1822.60,      1792.60,      1797.30,-5.9
,NIFTY SMLCAP 100,      5679.45,      5688.95,      5703.05,      5674.25,      5679.90,.45
,Nifty 200,      6286.00,      6290.40,      6296.95,      6259.90,      6265.45,-20.55
,Nifty Div Opps 50,      2533.05,      2536.35,      2539.45,      2528.70,      2531.45,-1.6
,Nifty Commodities,      3398.75,      3407.40,      3413.40,      3389.95,      3394.20,-4.55
,Nifty Consumption,      4973.30,      4979.95,      4996.60,      4966.90,      4972.70,-.6
,Nifty Fin Service,     14648.80,     14643.40,     14661.80,     14584.25,     14603.70,-45.1
,Nifty50 Div Point,       118.39,       118.39,       118.39,       118.39,       118.39,0
,Nifty100 Liq 15,      3799.10,      3808.85,      3821.25,      3801.70,      3807.10,8
,Nifty CPSE,      1872.70,      1876.20,      1890.65,      1874.40,      1886.20,13.5
,Nifty GrowSect 15,      6451.30,      6450.90,      6474.10,      6436.05,      6443.15,-8.15
,Nifty50 PR 2x Lev,      5374.75,      5379.75,      5392.30,      5321.45,      5331.80,-42.95
,Nifty50 PR 1x Inv,       381.30,       381.15,       383.20,       380.70,       382.85,1.55
,Nifty50 TR 2x Lev,      6987.40,      6993.85,      7010.15,      6918.10,      6931.55,-55.85
,Nifty50 TR 1x Inv,       334.45,       334.30,       336.10,       333.90,       335.80,1.35
,Nifty50 Value 20,      5502.30,      5506.95,      5510.00,      5467.55,      5474.90,-27.4
,Nifty Mid Liq 15,      3961.65,      3964.85,      3970.75,      3939.10,      3945.05,-16.6
,Nifty Pvt Bank,     17840.60,     17837.60,     17889.55,     17817.90,     17840.70,.1
,NIFTY100 Qualty30,      2729.85,      2732.25,      2735.90,      2718.75,      2721.85,-8
,Nifty GS 8 13Yr,      2022.02,      2022.40,      2023.30,      2019.17,      2019.50,-2.52
,Nifty GS 10Yr,      1863.49,      1863.82,      1865.21,      1859.83,      1860.76,-2.73
,Nifty GS 10Yr Cln,       942.82,       942.82,       943.54,       940.78,       941.25,-1.57
,Nifty GS 4 8Yr,      2140.33,      2140.76,      2142.50,      2139.25,      2139.44,-.89
,Nifty GS 11 15Yr,      2161.05,      2161.48,      2163.09,      2155.95,      2156.33,-4.72
,Nifty GS 15YrPlus,      2341.54,      2342.00,      2342.00,      2339.83,      2339.83,-1.71
,Nifty GS Compsite,      2055.77,      2056.16,      2057.42,      2053.22,      2053.51,-2.26

,ADVANCES,828
,DECLINES,999
,UNCHANGED,141

,Total securities that have hit their price bands today,325

,TOP 25 Securities Today :
,SYMBOL,SERIES,PREV. CLOSE,CLOSE PRICE,%VAR, VALUE(Rs Crs)
,IBULHSGFIN,EQ,       295.90,       310.05,4.78,1322.75
,RELIANCE,EQ,      1571.40,      1546.45,-1.59,1283.4
,YESBANK,EQ,        49.65,        51.20,3.12,1241.39
,SBIN,EQ,       332.40,       331.45,-0.29,720.62
,INDUSINDBK,EQ,      1496.30,      1521.85,1.71,683.85
,HDFC,EQ,      2422.65,      2412.75,-0.41,683.3
,ZEEL,EQ,       294.80,       297.25,0.83,630.24
,MARUTI,EQ,      7360.90,      7327.80,-0.45,627.11
,TATASTEEL,EQ,       462.15,       463.00,0.18,519.75
,NIITTECH,EQ,      1578.55,      1597.85,1.22,466.83
,HDFCBANK,EQ,      1302.40,      1289.15,-1.02,464.43
,TCS,EQ,      2231.70,      2215.60,-0.72,401.45
,ICICIBANK,EQ,       541.30,       541.10,-0.04,363.54
,TATAMOTORS,EQ,       176.05,       175.50,-0.31,362.12
,BPCL,EQ,       493.00,       477.80,-3.08,358.96
,JINDALSTEL,EQ,       157.80,       160.05,1.43,323.83
,BAJFINANCE,EQ,      4160.00,      4139.50,-0.49,312.7
,BHARTIARTL,EQ,       454.80,       457.15,0.52,312.67
,KOTAKBANK,EQ,      1704.90,      1711.55,0.39,291.13
,HEROMOTOCO,EQ,      2420.10,      2432.65,0.52,286.16
,RBLBANK,EQ,       334.00,       334.10,0.03,279.69
,TITAN,EQ,      1209.10,      1204.10,-0.41,271.33
,AXISBANK,EQ,       743.15,       740.65,-0.34,269.82
,EICHERMOT,EQ,     22176.15,     21868.65,-1.39,255.59
,UBL,EQ,      1240.25,      1299.40,4.77,252.95

,Top Five Nifty 50 Gainers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,YESBANK,EQ,        51.20,        49.65,3.12
,CIPLA,EQ,       478.70,       467.85,2.32
,INDUSINDBK,EQ,      1521.85,      1496.30,1.71
,JSWSTEEL,EQ,       266.75,       263.70,1.16
,ONGC,EQ,       126.00,       124.65,1.08

,Top Five Nifty 50 Losers:
,SYMBOL,SERIES,CLOSE PRICE,PREV.CLOSE,%CHANGE
,BPCL,EQ,       477.80,       493.00,-3.08
,HCLTECH,EQ,       560.55,       570.95,-1.82
,RELIANCE,EQ,      1546.45,      1571.40,-1.59
,UPL,EQ,       569.15,       577.65,-1.47
,EICHERMOT,EQ,     21868.65,     22176.15,-1.39

,Securities Price Volume Data in Normal market
,SYMBOL,SERIES,CLOSE PRICE,TRADED VALUE ,TRADED QUANTITY
,20MICRONS,EQ,        32.25,                   932825.30,29280
,21STCENMGM,EQ,        14.25,                     2593.50,182
,3IINFOTECH,EQ,         2.00,                  2753169.85,1380735
,3MINDIA,EQ,     21641.10,                 26864369.15,1251
,5PAISA,EQ,       176.90,                  1772378.40,9960
,63MOONS,EQ,       102.45,                  7252822.05,70297
,706GS2046,GS,        90.50,                     9050.00,100
,74GS2035,GS,       105.00,                     2625.00,25
,A2ZINFRA,EQ,         7.90,                  1107821.40,138222
,AAKASH,SM,        85.45,                  5805300.00,68000
,AARON,SM,        48.70,                   160710.00,3300
,AARTIDRUGS,EQ,       521.30,                 10875800.10,20959
,AARTIIND,EQ,       804.00,                275887109.20,344445
,AARVEEDEN,EQ,        15.45,                   750513.85,50097
,AARVI,SM,        31.90,                   319000.00,10000
,AAVAS,EQ,      1852.15,                 77470586.70,41802
,ABAN,EQ,        25.70,                   638290.75,24844
,ABB,BE,      1260.15,                 22726553.40,18108
,ABBOTINDIA,EQ,     13016.05,                 63542935.75,4864
,ABCAPITAL,EQ,        95.20,                 84662190.25,884175
,ABFRL,EQ,       228.00,                 46572531.05,202543
,ABMINTLTD,BE,        14.80,                       74.00,5
,ABSLBANETF,EQ,       323.76,                      323.76,1
,ABSLNN50ET,EQ,       284.51,                     1707.06,6
,ABSLRIF6RG,MF,         7.18,                   121648.10,16990
,ACCELYA,EQ,      1050.25,                 12817685.30,12203
,ACCURACY,SM,        25.05,                  2805120.00,116800
,ACE,EQ,        71.75,                  5552682.70,77928
,ADANIENT,EQ,       209.15,                633360473.55,2984621
,ADANIGAS,EQ,       157.05,                607055245.30,3877678
,ADANIGREEN,EQ,       148.90,                172850445.75,1169913
,ADANIPOWER,EQ,        60.70,                188709335.95,3093544
,ADANITRANS,EQ,       334.90,                 91712843.65,272503
,ADFFOODS,EQ,       310.55,                  8132682.50,26110
,ADHUNIKIND,EQ,        41.30,                   108247.30,2621
,ADLABS,BE,         3.70,                   367897.80,100349
,ADORWELD,EQ,       285.35,                   931562.60,3254
,ADROITINFO,BE,         7.75,                     4104.20,528
,ADSL,BE,        21.30,                   421252.95,19935
,ADVANIHOTR,EQ,        53.75,                  1116726.95,20335
,ADVENZYMES,EQ,       165.45,                  9884647.45,59868
,AEGISCHEM,EQ,       172.10,                 28058883.95,162264
,AFFLE,EQ,      1547.65,                748820338.35,494544
,AGARIND,EQ,        76.65,                   199066.00,2591
,AGCNET,EQ,       134.60,                   925481.95,6968
,AGRITECH,EQ,        43.50,                   284854.20,6515
,AGROPHOS,EQ,       154.25,                212485345.35,1380004
,AHLADA,SM,        36.30,                   145400.00,4000
,AHLEAST,EQ,       168.00,                    42741.10,252
,AHLUCONT,EQ,       279.00,                   546649.15,1958
,AHLWEST,EQ,       343.90,                   222388.80,640
,AIAENG,EQ,      1625.05,                 15445535.15,9552
,AIONJSW,EQ,        12.00,                  4155494.90,374717
,AIRAN,EQ,        14.60,                    21450.00,1465
,AJANTPHARM,EQ,       953.70,                 45123630.10,47364
,AJMERA,EQ,       117.10,                  2792101.60,23703
,AJOONI,SM,         8.00,                    67200.00,8000
,AKASH,EQ,        65.40,                    21083.90,331
,AKG,SM,        30.00,                   120000.00,4000
,AKSHARCHEM,EQ,       184.35,                   604447.80,3284
