symbol,series,date,quantity_traded,deliverable_quantity,delivery_pct
ABB,EQ,2013-08-14,45687,19803,43.34
ADANIPORTS,EQ,2013-08-14,2171281,1661405,76.52
BEL,EQ,2013-08-14,2953,1778,60.21
BOSCHLTD,EQ,2013-08-14,934,585,62.63
CUMMINSIND,EQ,2013-08-14,149136,68162,45.70
DLF,EQ,2013-08-14,11681590,2182647,18.68
HINDALCO,EQ,2013-08-14,16664295,5018625,30.12
INDHOTEL,EQ,2013-08-14,809324,200141,24.73
LT,EQ,2013-08-14,1778283,914996,51.45
MANAPPURAM,EQ,2013-08-14,2572164,1341300,52.15
MARUTI,EQ,2013-08-14,530381,277102,52.25
PGEL,EQ,2013-08-14,3383,361,10.67
SBIN,EQ,2013-08-14,2263034,674029,29.78
SBIN,N1,2013-08-14,35,35,100.00
SBIN,N2,2013-08-14,35,20,57.14
SBIN,N3,2013-08-14,17,16,94.12
SBIN,N5,2013-08-14,787,740,94.03
SUZLON,EQ,2013-08-14,4888519,2031436,41.56
TRENT,EQ,2013-08-14,3080,1648,53.51
