symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2025-02-05,5629.55,5676.00,5805.55,5640.05,5735.00,5744.95,5718.12,699315,39987.67,67892,278475,39.82
ADANIPORTS,EQ,2025-02-05,1125.10,1126.00,1154.90,1123.55,1147.50,1144.35,1138.11,2979646,33911.79,110274,1195313,40.12
BEL,EQ,2025-02-05,284.50,285.65,291.80,285.00,288.75,288.95,289.71,18818511,54518.97,190973,9074100,48.22
BOSCHLTD,EQ,2025-02-05,28621.20,28645.00,28889.85,28296.55,28412.95,28363.05,28499.46,14484,4127.86,6223,7454,51.46
CUMMINSIND,EQ,2025-02-05,2853.50,2860.00,2973.00,2856.95,2926.00,2921.15,2940.56,1117642,32864.92,87801,555415,49.70
DIXON,EQ,2025-02-05,14933.65,14922.70,15340.00,14880.05,15118.10,15102.05,15177.80,209151,31744.53,50200,62892,30.07
DLF,EQ,2025-02-05,762.20,768.80,774.00,761.00,762.50,763.40,767.60,1747014,13410.11,38436,728317,41.69
DMART,EQ,2025-02-05,3919.85,3910.00,4015.00,3841.00,3850.00,3865.70,3915.46,693767,27164.15,87917,306950,44.24
HAL,EQ,2025-02-05,3729.75,3765.00,3853.80,3750.00,3816.00,3817.30,3818.69,1621003,61901.01,103788,462636,28.54
HINDALCO,EQ,2025-02-05,583.95,584.50,604.50,584.50,600.90,600.60,598.82,3974704,23801.41,70511,1787141,44.96
INDHOTEL,EQ,2025-02-05,828.20,828.20,836.00,811.85,815.80,815.90,823.55,3665455,30187.02,104437,2245232,61.25
INDIGO,EQ,2025-02-05,4345.20,4369.95,4429.95,4361.45,4411.00,4415.40,4411.45,670519,29579.63,54079,440664,65.72
LT,EQ,2025-02-05,3439.15,3444.65,3450.95,3379.45,3386.45,3383.20,3415.32,2670316,91199.76,184191,1864522,69.82
MANAPPURAM,EQ,2025-02-05,205.54,205.51,207.50,203.83,204.90,205.76,205.85,5194531,10693.01,35569,1999722,38.50
MARUTI,EQ,2025-02-05,13109.95,13110.00,13150.00,13003.50,13070.00,13086.80,13064.26,271633,35486.85,53832,160876,59.23
PAYTM,EQ,2025-02-05,781.70,781.70,812.95,781.00,803.00,803.00,804.44,4143339,33330.55,110445,842189,20.33
PGEL,EQ,2025-02-05,804.90,812.90,854.90,806.05,837.60,834.90,836.18,1117432,9343.74,57599,483912,43.31
SBIN,EQ,2025-02-05,779.20,780.00,782.00,765.00,765.50,766.05,771.76,13419162,103563.29,283249,6622567,49.35
SUZLON,EQ,2025-02-05,56.92,57.24,57.77,55.77,55.99,55.90,56.71,37787329,21428.91,110642,21994179,58.21
TRENT,EQ,2025-02-05,5750.30,5765.70,5906.20,5725.40,5749.90,5749.95,5814.22,1428644,83064.55,135756,543547,38.05
