symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2025-02-27,5301.80,5301.80,5317.70,5105.20,5155.00,5144.70,5154.83,541660,27921.67,85863,295619,54.58
ADANIPORTS,EQ,2025-02-27,1080.35,1083.00,1087.95,1069.10,1075.55,1078.95,1077.85,1819078,19607.00,74533,914733,50.29
BEL,EQ,2025-02-27,256.65,257.10,258.40,251.90,252.00,252.45,254.13,11087404,28176.73,108069,5547899,50.04
BOSCHLTD,EQ,2025-02-27,27164.55,27288.00,27341.10,26695.00,26869.00,26822.15,26945.76,19778,5329.33,9429,9501,48.04
CUMMINSIND,EQ,2025-02-27,2788.15,2766.35,2820.90,2766.35,2802.00,2811.15,2801.60,496668,13914.63,48284,295219,59.44
DIXON,EQ,2025-02-27,14151.60,14222.15,14240.00,13630.00,13725.00,13824.30,13808.81,239876,33124.03,60291,96667,40.30
DLF,EQ,2025-02-27,656.80,660.00,666.40,640.00,640.50,642.40,647.66,3207791,20775.57,74690,1608959,50.16
DMART,EQ,2025-02-27,3530.75,3556.00,3575.00,3492.05,3515.00,3507.20,3520.95,469275,16522.94,41435,310082,66.08
HAL,EQ,2025-02-27,3287.40,3300.00,3316.70,3230.00,3238.90,3242.65,3263.72,1573040,51339.60,123612,724558,46.06
HINDALCO,EQ,2025-02-27,619.45,625.10,633.90,619.50,630.50,631.95,627.12,7263151,45548.39,106240,3792394,52.21
INDHOTEL,EQ,2025-02-27,724.65,722.10,732.85,716.10,720.95,724.35,723.75,2263480,16382.00,101382,1196307,52.85
INDIGO,EQ,2025-02-27,4427.45,4443.50,4499.00,4418.00,4442.30,4443.40,4447.12,591554,26307.11,84696,318449,53.83
LT,EQ,2025-02-27,3225.90,3238.00,3258.50,3184.00,3210.00,3209.50,3209.83,2572065,82558.91,132651,1740649,67.68
MANAPPURAM,EQ,2025-02-27,204.94,206.50,213.95,203.65,206.76,208.26,208.11,39704890,82628.13,133871,15914857,40.08
MARUTI,EQ,2025-02-27,12476.35,12531.70,12550.00,12312.00,12322.00,12380.60,12386.76,236805,29332.48,58991,138012,58.28
PAYTM,EQ,2025-02-27,734.70,736.00,749.70,715.05,723.00,725.55,727.79,4531095,32976.80,111790,1449633,31.99
PGEL,EQ,2025-02-27,814.90,817.30,824.00,783.20,785.05,794.85,796.62,590492,4703.97,36109,196176,33.22
SBIN,EQ,2025-02-27,710.90,716.00,717.70,701.10,702.30,703.90,707.28,12033139,85107.89,205060,6636325,55.15
SUZLON,EQ,2025-02-27,54.58,54.64,54.94,51.75,52.05,52.13,52.75,39073334,20611.15,128148,19894191,50.92
TRENT,EQ,2025-02-27,4959.90,4951.00,4959.00,4770.10,4780.00,4805.30,4840.12,997906,48299.88,113060,506142,50.72
