symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2022-07-07,2517.00,2540.00,2589.45,2526.55,2572.00,2562.45,2561.50,667857,17107.14,53623,249510,37.36
ADANIPORTS,EQ,2022-07-07,694.35,701.00,707.00,695.00,703.00,703.60,702.23,2896584,20340.65,41560,541940,18.71
BEL,EQ,2022-07-07,231.05,231.50,237.85,231.10,237.40,236.65,235.30,6450489,15177.97,53349,3440312,53.33
BOSCHLTD,EQ,2022-07-07,16107.60,16115.00,16308.85,15960.80,16150.10,16170.65,16153.82,25335,4092.57,9087,7015,27.69
CUMMINSIND,EQ,2022-07-07,1103.85,1103.85,1136.00,1102.30,1127.35,1130.25,1122.46,785823,8820.58,29063,404951,51.53
DIXON,EQ,2022-07-07,3668.75,3684.95,3729.95,3652.40,3704.80,3706.00,3696.79,191315,7072.51,17641,42470,22.20
DLF,EQ,2022-07-07,329.60,332.00,337.70,330.15,336.40,336.90,333.93,5330866,17801.39,45735,1351292,25.35
DMART,EQ,2022-07-07,3792.00,3870.00,3935.60,3830.00,3835.00,3850.95,3863.79,463192,17896.78,47403,86082,18.58
HAL,EQ,2022-07-07,1747.10,1755.00,1794.90,1724.55,1729.00,1735.70,1754.79,775304,13604.93,39779,307098,39.61
HINDALCO,EQ,2022-07-07,340.95,347.85,364.50,341.30,364.40,361.65,351.20,18699515,65672.36,143006,4772408,25.52
INDHOTEL,EQ,2022-07-07,236.90,238.00,245.30,237.75,243.50,244.10,243.54,8205356,19983.45,85119,3574266,43.56
INDIGO,EQ,2022-07-07,1662.15,1684.30,1696.15,1653.60,1691.00,1692.00,1681.91,793404,13344.32,35196,327776,41.31
LT,EQ,2022-07-07,1556.15,1565.90,1614.15,1565.65,1611.45,1611.10,1593.39,1697912,27054.44,63705,880956,51.88
MANAPPURAM,EQ,2022-07-07,90.55,91.15,91.60,88.90,89.90,89.80,90.03,3465315,3119.72,15490,936196,27.02
MARUTI,EQ,2022-07-07,8630.05,8695.00,8700.00,8576.20,8595.00,8606.40,8633.95,547662,47284.85,60980,270506,49.39
PAYTM,EQ,2022-07-07,690.75,697.60,704.65,686.85,690.65,690.75,695.57,2710786,18855.30,69929,531613,19.61
PGEL,BE,2022-07-07,899.00,913.00,932.00,900.00,932.00,928.80,920.71,16540,152.28,556,-,-
SBIN,EQ,2022-07-07,479.95,484.00,488.25,481.60,486.90,486.75,485.27,11497832,55795.94,173806,4532216,39.42
SUZLON,EQ,2022-07-07,6.60,6.70,6.75,6.55,6.65,6.60,6.64,34675803,2300.76,23892,15791088,45.54
TRENT,EQ,2022-07-07,1172.00,1175.20,1186.95,1158.35,1167.90,1170.55,1174.52,291188,3420.06,13981,68921,23.67
