symbol,date,underlying_close_price,underlying_previous_close_price,underlying_log_returns,previous_day_underlying_volatility,current_day_underlying_daily_volatility,underlying_annualised_volatility
ABB,2022-06-02,2418.35,2456.35,-0.0156,0.0215,0.0215,0.4108
ADANIPORTS,2022-06-02,748.45,736.90,0.0156,0.0248,0.0248,0.4738
BEL,2022-06-02,245.75,246.10,-0.0014,0.0231,0.0231,0.4413
BOSCHLTD,2022-06-02,14764.45,14537.90,0.0155,0.0206,0.0206,0.3936
CUMMINSIND,2022-06-02,1025.55,1026.25,-0.0007,0.0194,0.0194,0.3706
DIXON,2022-06-02,3918.25,3892.35,0.0066,0.0273,0.0272,0.5197
DLF,2022-06-02,340.25,337.00,0.0096,0.0287,0.0286,0.5464
DMART,2022-06-02,3856.90,3873.90,-0.0044,0.0220,0.0220,0.4203
HAL,2022-06-02,1897.60,1893.35,0.0022,0.0222,0.0221,0.4222
HINDALCO,2022-06-02,409.90,410.65,-0.0018,0.0277,0.0276,0.5273
INDHOTEL,2022-06-02,234.55,236.60,-0.0087,0.0272,0.0271,0.5177
INDIGO,2022-06-02,1828.50,1825.55,0.0016,0.0267,0.0266,0.5082
LT,2022-06-02,1637.15,1648.00,-0.0066,0.0178,0.0178,0.3401
MANAPPURAM,2022-06-02,95.70,93.55,0.0227,0.0278,0.0278,0.5311
MARUTI,2022-06-02,7925.40,7939.35,-0.0018,0.0202,0.0202,0.3859
PAYTM,2022-06-02,634.30,654.40,-0.0312,0.0299,0.0300,0.5731
PGEL,2022-06-02,897.25,904.70,-0.0083,0.0404,0.0403,0.7699
SBIN,2022-06-02,469.85,468.30,0.0033,0.0209,0.0208,0.3974
SUZLON,2022-06-02,9.80,9.40,0.0417,0.0372,0.0372,0.7107
TRENT,2022-06-02,1112.80,1109.45,0.0030,0.0241,0.0240,0.4585
