symbol,series,date,previous_close,open_price,high_price,low_price,last_price,close_price,avg_price,ttl_trd_qnty,turnover_lacs,no_of_trades,deliv_qty,deliv_per
ABB,EQ,2022-10-06,3080.80,3108.75,3237.30,3080.80,3195.90,3188.85,3184.44,507339,16155.91,48386,225209,44.39
ADANIPORTS,EQ,2022-10-06,823.05,832.90,835.00,822.30,824.00,824.10,827.00,6175752,51073.25,103078,1310756,21.22
BEL,EQ,2022-10-06,102.05,102.95,105.00,102.40,105.00,104.65,103.74,20520361,21288.43,115266,12167187,59.29
BOSCHLTD,EQ,2022-10-06,15905.05,15990.00,16205.00,15901.00,15999.95,15945.60,16015.89,30447,4876.36,7008,17748,58.29
CUMMINSIND,EQ,2022-10-06,1215.90,1216.80,1240.50,1216.80,1230.00,1229.10,1228.54,444453,5460.30,20775,255359,57.45
DIXON,EQ,2022-10-06,4335.50,4371.80,4454.00,4365.20,4432.00,4433.05,4416.38,181967,8036.35,21708,69523,38.21
DLF,EQ,2022-10-06,359.10,364.00,372.90,363.30,366.95,367.35,368.67,9169254,33804.62,101469,3106920,33.88
DMART,EQ,2022-10-06,4479.55,4540.00,4540.00,4400.00,4415.00,4413.85,4460.73,326251,14553.16,47890,150800,46.22
HAL,EQ,2022-10-06,2368.00,2375.05,2493.70,2370.50,2476.00,2476.00,2454.59,1601688,39314.84,72008,500044,31.22
HINDALCO,EQ,2022-10-06,394.05,402.00,413.95,399.40,412.30,412.65,408.62,11758976,48050.08,149260,3331854,28.33
INDHOTEL,EQ,2022-10-06,344.25,346.90,348.45,339.00,341.70,341.60,343.21,5900933,20252.55,104798,2633152,44.62
INDIGO,EQ,2022-10-06,1851.75,1873.50,1876.00,1808.05,1817.00,1816.30,1841.85,684009,12598.39,51525,332520,48.61
LT,EQ,2022-10-06,1871.55,1882.00,1919.00,1878.10,1910.05,1912.95,1908.69,2771898,52906.91,118371,1904787,68.72
MANAPPURAM,EQ,2022-10-06,98.50,99.00,101.95,99.00,100.90,100.90,100.76,4247623,4279.88,24062,1478508,34.81
MARUTI,EQ,2022-10-06,8690.50,8734.00,8825.00,8690.50,8710.00,8703.00,8753.55,474445,41530.77,70037,228413,48.14
PAYTM,EQ,2022-10-06,674.95,679.95,693.75,676.60,689.25,688.60,686.59,894531,6141.78,24512,222224,24.84
PGEL,EQ,2022-10-06,1019.90,1030.00,1070.85,1006.10,1025.00,1025.80,1037.71,34879,361.94,2485,21220,60.84
SBIN,EQ,2022-10-06,532.70,534.60,541.80,534.60,537.35,537.30,538.44,9507322,51191.02,183101,4430981,46.61
SUZLON,EQ,2022-10-06,7.90,8.00,8.00,7.55,7.70,7.65,7.73,129179117,9991.78,86345,54071880,41.86
TRENT,EQ,2022-10-06,1431.45,1438.90,1454.80,1428.00,1447.00,1447.40,1441.11,572255,8246.83,44124,268785,46.97
